date,code,open,high,low,close,preclose,volume,amount,adjustflag,tradestatus,pctChg,signal_close,chain_return_error_pct,action_ratio,stage,stage_v3,ordinal,vr,r3,r5,clv,upper,bias20,decelerate,gap,rt_cash,rt_pct,pt_cash,pt_pct,extra_cash_needed,exit_date,next_open,next_close,dividend_today,dividend,exit0935close,exit0935open,cash,net,fee,gross,price_only,event,calendar_days,model_exit,reason,delayed,exit_clock,actual_exit,entry,exit_model,latency_clock,latency
2023-05-16,sh.601138,15.09,15.46,14.51,14.78,15.12,166670928,2488224299.86,3,1,-2.2487,118.37401645946213,2.2751322755532044e-05,1.0,R,R,1197,1.2226172126519073,3.561643835616435,2.9972752043596618,0.7868852459016382,0.2131147540983618,-8.827785817655565,False,-0.1984126984126977,269.68384655000415,1.7871692945659654,-350.0063115499977,-2.31945865838302,0.0,2023-05-17,14.85,15.55,0.0,0.0,15.06,15.08,858.7932445000023,5.805584219698094,25.976755500000003,6.089309878213811,0.4736129905277497,False,1.0,15.68,deadline,False,10:00,2023-05-17,C,1000_S2_WORSTBAR,10:00,original
2023-05-17,sh.601138,14.85,15.85,14.82,15.55,14.78,214696710,3314842387.56,3,1,5.2097,124.5409983724382,4.28958051585937e-05,1.0,R,R,1198,0.8762142197971048,2.2130013831258566,0.5442176870748217,0.2842105263157887,0.3894736842105269,-10.09732360097322,True,0.4736129905277497,-740.3465784999989,-4.985498845117839,658.953778500003,4.4373991818182015,740.3465784999989,2023-05-18,15.91,16.35,0.0,0.0,15.85,15.85,927.1325648500019,5.957313503508807,26.832435150000002,6.237942122186491,2.3151125401929207,False,1.0,16.52,deadline,False,10:00,2023-05-18,C,1000_S2_WORSTBAR,10:00,original
2023-05-24,sh.601138,15.14,15.29,14.53,14.82,15.23,122492233,1820114878.28,3,1,-2.6921,118.69437915624016,4.484569927898363e-05,1.0,R,R,1203,0.5293296440646708,-6.85015290519877,3.04465493910695,0.1666666666666666,0.5208333333333329,-3.6197949626629033,False,-0.5909389363099149,279.5879716000023,1.8466840924702923,-360.09219159999776,-2.378416060766168,0.0,2023-05-25,16.0,16.3,0.0,0.0,16.3,16.3,1437.8369574000005,9.693789370851096,26.603042600000002,9.986504723346833,7.962213225371117,False,1.0,16.3,deadline,False,10:00,2023-05-25,C,1000_S2_WORSTBAR,10:00,original
2023-08-14,sh.601138,21.09,21.61,20.7,21.4,21.5,129339573,2737037106.41,3,1,-0.4651,175.65372300789005,1.6279069777136446e-05,1.0,R,R,1259,0.8678137038455702,-11.083540115798174,-9.549852755574229,0.1463414634146353,0.5853658536585369,-6.849207096427657,False,-1.9069767441860508,-362.749356549999,-1.7200064321953483,256.9408015499974,1.2183063136557486,362.749356549999,2023-08-15,22.04,21.39,0.0,0.0,21.86,21.86,585.8166232000025,2.735426656425199,32.4633768,2.9906542056074903,2.9906542056074903,False,1.0,22.04,deadline,False,10:00,2023-08-15,C,1000_S2_WORSTBAR,10:00,original
2023-09-20,sh.601138,18.49,18.98,18.18,18.4,18.48,104732424,1951207190.43,3,1,-0.4329,151.02936931519514,4.3290044043908793e-07,1.0,D,D,1286,0.9181439963083826,-0.5917159763313751,-4.149377593361003,0.4022988505747138,0.5977011494252862,-8.109989557953368,False,0.0541125541125397,51.94572295000029,0.2809395508382925,-128.0093004499997,-0.6923163896700903,0.0,2023-09-21,18.26,18.31,0.0,0.0,18.46,18.45,71.92552805000189,0.3905942641939864,19.61947195,0.5978260869565322,-0.7608695652173703,False,1.0,18.51,deadline,False,10:00,2023-09-21,C,1000_S2_WORSTBAR,10:00,original
2023-09-22,sh.601138,18.3,20.1,18.24,19.94,18.31,212826070,4131079561.15,3,1,8.9022,163.6698708774452,3.921354451463799e-05,1.0,D,D,1288,0.6718010658608696,0.0546448087431539,-1.5061861215707628,0.1698113207547163,0.8301886792452836,-7.32867699159836,True,-0.0546149645002658,-1678.647833199999,-9.172938979234967,1600.5325932000046,8.74607974426232,1678.647833199999,2023-09-25,19.76,19.29,0.0,0.0,19.76,19.76,-130.21293794999679,-0.6525273461192819,20.31793795,-0.4513540621865597,-0.9027081243731194,False,3.0,19.85,deadline,False,10:00,2023-09-25,C,1000_S2_WORSTBAR,10:00,original
2023-10-25,sh.601138,13.82,13.85,13.47,13.54,13.76,193065907,2625027048.38,3,1,-1.5988,111.13791633302948,3.7209302328422567e-05,1.0,D,D,1305,2.945614141356292,-16.757410768300062,-20.37037037037037,0.5730337078651679,0.426966292134832,-23.59800111049416,False,0.4360465116279188,249.13985640000152,1.8027485991317045,-310.7202164000003,-2.2483373111432727,0.0,2023-10-26,13.4,13.83,0.0,0.0,13.29,13.29,-320.28458894999864,-2.3633915519361772,16.88958895,-2.1418020679468186,-1.0339734121122546,False,1.0,13.25,intrabar_stop,False,09:55,2023-10-26,C,1000_S2_WORSTBAR,09:55,original
2023-10-26,sh.601138,13.4,14.02,13.24,13.83,13.54,141580469,1926808466.89,3,1,2.1418,113.51827052332332,2.067946829775736e-06,1.0,D,D,1306,1.7157540331989882,-16.264687693259127,-19.97635933806148,0.184210526315786,0.0789473684210511,-23.77413725159038,False,-1.0339734121122546,-460.583952149998,-3.437193672761179,399.201159650002,2.9791131317164328,460.583952149998,2023-10-27,13.83,14.07,0.0,0.0,13.77,13.77,-120.92726544999803,-0.8736223031729564,17.14226545,-0.6507592190889366,0.0,False,1.0,13.74,deadline,False,10:00,2023-10-27,C,1000_S2_WORSTBAR,10:00,original
2023-10-27,sh.601138,13.83,14.19,13.66,14.07,13.83,99990449,1394536019.47,3,1,1.7354,115.48821881873889,4.208242950975993e-05,1.0,D,D,1307,1.2379399409306555,-4.948453608247427,-16.333938294010906,0.7564102564102568,0.2435897435897431,-21.12692121246685,False,0.0,-271.14054369999707,-1.9605245386839991,208.7395187000029,1.509324068691272,271.14054369999707,2023-10-30,14.07,14.6,0.0,0.0,14.02,14.04,28.556532800001456,0.20278494790646762,17.3434672,0.4264392324093924,0.0,False,3.0,14.13,deadline,False,10:00,2023-10-30,C,1000_S2_WORSTBAR,10:00,original
2023-10-30,sh.601138,14.07,14.76,13.93,14.6,14.07,120823083,1739499854.46,3,1,3.7669,119.83852130444828,2.0113717141168053e-05,1.0,D,D,1308,0.8643985897570206,2.2529069767441623,-12.987012987013014,0.7735849056603785,0.2264150943396214,-18.776158175782964,True,0.0,-561.6531851499973,-3.99184921926082,498.0819526500027,3.540028092750552,561.6531851499973,2023-10-31,14.82,14.72,0.0,0.0,14.87,14.88,247.52892140000205,1.6939595202843631,17.7310786,1.9178082191780854,1.5068493150685036,False,1.0,14.88,deadline,False,10:00,2023-10-31,C,1000_S2_WORSTBAR,10:00,original
2023-10-31,sh.601138,14.82,15.08,14.53,14.72,14.6,152112193,2250138536.51,3,1,0.8219,120.82349545215608,1.7808219185844187e-05,1.0,D,D,1309,1.087749792587266,7.828655834564202,0.3436426116838031,0.8072289156626504,0.1927710843373495,-14.397115300049869,False,1.5068493150685036,67.5283055000032,0.4556565823212091,-132.421720499995,-0.8935338765181848,0.0,2023-11-01,14.76,14.53,0.0,0.0,14.83,14.83,-72.33033019999709,-0.49095736969096804,17.630330200000003,-0.27173913043478937,0.2717391304347671,False,1.0,14.68,deadline,False,10:00,2023-11-01,C,1000_S2_WORSTBAR,10:00,original
2023-11-01,sh.601138,14.76,14.95,14.49,14.53,14.72,71660068,1050021773.83,3,1,-1.2908,119.26395305161871,3.913043477821177e-05,1.0,D,D,1310,1.3408096273929837,6.43528561099056,6.976744186046457,0.3454545454545473,0.4727272727272717,-12.521542758661708,True,0.2717391304347671,197.6857911500032,1.3393346283875556,-262.1992686499986,-1.7764178092818332,0.0,2023-11-02,14.88,14.6,0.0,0.0,14.85,14.85,287.5949141000013,1.9776289262258946,17.715085900000002,2.20233998623538,2.408809359944941,False,1.0,14.85,deadline,False,10:00,2023-11-02,C,1000_S2_WORSTBAR,10:00,original
2023-11-02,sh.601138,14.88,14.99,14.58,14.6,14.53,82575884,1220238641.73,3,1,0.4818,119.83852130444824,3.81280110162141e-05,1.0,D,D,1311,0.6473815929428264,3.269367448471905,7.311669128508069,0.0869565217391287,0.4130434782608693,-12.295527252972803,True,2.408809359944941,247.52892140000205,1.663500815860229,-312.3311513999998,-2.0989996733870955,0.0,2023-11-03,14.68,14.75,0.0,0.0,14.78,14.77,137.63999335000233,0.9419367069851861,17.67500665,1.1643835616438336,0.5479452054794498,False,1.0,14.77,deadline,False,10:00,2023-11-03,C,1000_S2_WORSTBAR,10:00,original
2023-11-03,sh.601138,14.68,14.92,14.59,14.75,14.6,78084421,1155544925.43,3,1,1.0274,121.069738989083,2.739726034484136e-06,1.0,D,D,1312,0.7461489662643013,-2.220446049250313e-14,5.567606652205281,0.0487804878048769,0.2682926829268278,-10.467897222051947,False,0.5479452054794498,-102.34563035000016,-0.6971773184604916,37.61938785000167,0.2562628600136353,102.34563035000016,2023-11-06,14.92,14.97,0.0,0.0,14.85,14.86,97.4524206500013,0.6601339314683687,17.73257935,0.8813559322033981,1.15254237288136,False,3.0,14.88,deadline,False,10:00,2023-11-06,C,1000_S2_WORSTBAR,10:00,original
2023-11-06,sh.601138,14.92,15.06,14.78,14.97,14.75,98469617,1470553982.33,3,1,1.4915,122.87552492654729,2.542372881220168e-05,1.0,D,D,1313,0.7041006301499846,0.2038043478260753,4.8329779673062845,0.4848484848484852,0.5151515151515148,-8.154052118683698,False,1.15254237288136,-82.70017025000152,-0.554290685321726,17.274842750002108,0.1157831283512205,82.70017025000152,2023-11-07,14.97,15.39,0.0,0.0,14.94,14.94,-122.65978044999746,-0.8186796400850362,17.734780450000002,-0.6012024048096198,0.0,False,1.0,14.88,deadline,False,10:00,2023-11-07,C,1000_S2_WORSTBAR,10:00,original
2023-11-07,sh.601138,14.97,15.62,14.84,15.39,14.97,142671111,2170167447.24,3,1,2.8056,126.32293444352456,1.1222444892489136e-05,1.0,D,D,1314,0.8906174060907832,3.028217481073603,2.534246575342425,0.6785714285714304,0.3214285714285696,-5.522246765541238,False,0.0,-452.9648595999985,-3.0258173653974514,386.8252495999997,2.5840030033400114,452.9648595999985,2023-11-08,15.35,15.3,0.0,0.0,15.26,15.26,-53.3687575999992,-0.3464862745837753,17.9887576,-0.1299545159194393,-0.2599090318388675,False,1.0,15.37,deadline,False,10:00,2023-11-08,C,1000_S2_WORSTBAR,10:00,original
2023-11-08,sh.601138,15.35,15.5,15.17,15.3,15.39,77635676,1189968639.19,3,1,-0.5848,125.58420383274373,4.678362578669493e-06,1.0,D,D,1315,1.2548724162889833,5.410958904109586,4.551630434782594,0.7051282051282066,0.2948717948717934,-1.7962543470631642,False,-0.2599090318388675,16.69733774999927,0.1087774446254024,-83.27767524999891,-0.5425255716612306,0.0,2023-11-09,15.5,15.59,0.0,0.0,15.6,15.61,206.50548620000174,1.3485805646969897,18.074513800000002,1.5686274509803866,1.3071895424836557,False,1.0,15.54,deadline,False,10:00,2023-11-09,C,1000_S2_WORSTBAR,10:00,original
2023-11-09,sh.601138,15.5,15.74,15.41,15.59,15.3,118059840,1836882230.13,3,1,1.8954,127.96455802303754,2.483660130048193e-05,1.0,D,D,1316,0.6866510364311244,3.7288135593220417,5.299380591878844,0.3939393939393962,0.4545454545454555,-1.1500193823491769,True,1.3071895424836557,-123.60202545000008,-0.797432422258065,56.35299794999993,0.363567728709677,123.60202545000008,2023-11-10,15.4,15.41,0.0,0.0,15.58,15.58,-3.7231948499977428,-0.0238621197699034,18.11819485,0.19243104554200752,-1.218729955099418,False,1.0,15.62,deadline,False,10:00,2023-11-10,C,1000_S2_WORSTBAR,10:00,original
2023-11-10,sh.601138,15.4,15.79,15.33,15.41,15.59,90447202,1404192265.4,3,1,-1.1546,126.48709680147586,1.3726747921660731e-05,1.0,C,R,1317,1.027867771893013,4.141616566466277,6.780821917808222,0.5454545454545445,0.4545454545454555,1.7624020887727854,False,-1.218729955099418,-43.40925004999883,-0.2818782470779145,-23.41424745000065,-0.1520405678571471,43.40925004999883,2023-11-13,15.65,16.11,0.0,0.0,16.01,16.01,1075.4598355500016,6.9731547387162856,18.575164450000003,7.203114860480198,1.557430240103841,False,3.0,16.52,deadline,False,10:00,2023-11-13,C,1000_S2_WORSTBAR,10:00,original
2024-01-09,sh.601138,13.33,13.58,13.06,13.19,13.08,88639975,1178732747.65,3,1,0.841,108.26507506888171,2.140672783190745e-05,1.0,D,D,1358,0.7200220768572638,-5.763688760806918,-13.492063492063478,0.1199999999999974,0.240000000000002,-9.546696172331504,True,1.911314984709489,109.8131332000016,0.8238044501125401,-170.11690320000022,-1.2761958229557406,0.0,2024-01-10,13.08,12.91,0.0,0.0,12.89,12.89,-329.74257899999907,-2.49772306191814,16.702579,-2.2744503411675443,-0.83396512509476,False,1.0,12.89,intrabar_stop,False,09:35,2024-01-10,C,1000_S2_WORSTBAR,09:35,original
2024-01-18,sh.601138,12.68,13.8,12.68,13.71,12.68,222034735,2966176137.81,3,1,8.123,112.5332963756155,2.8391167209207424e-05,1.0,D,D,1365,1.0118202259172184,-1.3996889580093377,-1.7815646785437789,0.0,0.5476190476190488,-7.350577232208099,True,0.0,-1059.7957351500015,-8.358010529574145,999.6895326500004,7.883986850552053,1059.7957351500015,2024-01-19,13.84,14.2,0.0,0.0,14.14,14.14,588.5381856000014,4.289014148753826,17.4418144,4.522246535375629,0.9482129832239172,False,1.0,14.33,deadline,False,10:00,2024-01-19,C,1000_S2_WORSTBAR,10:00,original
2024-04-11,sh.601138,21.23,21.65,21.1,21.25,21.1,135552814,2899217551.91,3,1,0.7109,174.4225053232551,4.739336511017101e-07,1.0,R,R,1417,0.458562609031849,-3.740875912408759,-9.480909480909473,0.1808510638297888,0.1914893617021271,-10.11523142132954,True,0.6161137440758191,-62.274492599994325,-0.2933325134243727,-22.28448739999433,-0.1049669684408588,62.274492599994325,2024-04-12,21.8,22.26,0.0,0.0,21.96,21.96,1326.3219618500023,6.236866783277787,21.743038150000004,6.447058823529406,2.5882352941176467,False,1.0,22.62,deadline,False,10:00,2024-04-12,C,1000_S2_WORSTBAR,10:00,original
2024-04-23,sh.601138,21.05,21.19,20.36,20.59,20.84,104059777,2158505427.26,3,1,-1.1996,169.00514751086223,1.6122840696519702e-05,1.0,R,R,1425,0.9143045345950976,-7.377777777777783,-6.294964028776972,0.77391304347826,0.22608695652174,-7.309804968087697,True,1.0076775431861806,418.2438648000039,1.9869067211401608,-501.5262547999961,-2.3825475287410742,0.0,2024-04-24,21.02,22.24,0.0,0.0,21.12,21.12,927.7288948500029,4.5023360253030695,21.19610515,4.711024769305472,2.0883924235065576,False,1.0,21.56,deadline,False,10:00,2024-04-24,C,1000_S2_WORSTBAR,10:00,original
2024-07-31,sh.601138,22.76,23.88,22.74,23.84,22.85,150300024,3523270166.9,3,1,4.3326,195.6815306779483,3.938730849917249e-06,1.0,R,R,1492,1.1733823259821228,-1.508620689655138,-6.88671556642213,0.2268041237113421,0.1134020618556728,-12.149173394848113,True,-0.3938730853391692,-1125.1403153999956,-4.9434987495606135,1034.319965400001,4.544463819859406,1125.1403153999956,2024-08-01,24.6,23.97,0.0,0.0,24.26,24.26,413.30467730000396,1.7324136777117887,22.625322699999998,1.9295302013422777,3.187919463087252,False,1.0,24.3,deadline,False,10:00,2024-08-01,C,1000_S2_WORSTBAR,10:00,original
2024-08-05,sh.601138,21.1,21.52,20.28,20.42,22.33,234159896,4886015925.9,3,1,-8.5535,167.6097674682762,1.545006716163755e-05,1.0,D,D,1495,1.502097987776507,-2.2757111597374258,-4.978723404255292,0.0941176470588213,0.2000000000000016,-12.192052849924274,True,-5.508284818629628,638.2800784000052,3.0250240682464704,-721.3800983999947,-3.418863025592392,0.0,2024-08-06,21.03,20.81,0.0,0.0,20.93,20.93,308.61329425000247,1.5101885857938713,20.791705750000002,1.7140058765915622,2.9872673849167475,False,1.0,20.77,deadline,False,10:00,2024-08-06,C,1000_S2_WORSTBAR,10:00,original
2024-08-06,sh.601138,21.03,21.23,20.5,20.81,20.42,142961573,2970093527.82,3,1,1.9099,170.81093344832652,7.737512255356904e-06,1.0,D,D,1496,1.8059122273207064,-14.345637583892612,-14.20168067226889,0.1129032258064522,0.3387096774193537,-18.65676100942097,True,2.9872673849167475,178.15185860000537,0.8471319952449138,-261.73819859999827,-1.2445943823109762,0.0,2024-08-07,20.6,20.4,0.0,0.0,20.62,20.62,-521.1413198999961,-2.502405642483789,20.571319900000002,-2.3065833733781904,-1.0091302258529389,False,1.0,20.33,intrabar_stop,False,09:35,2024-08-07,C,1000_S2_WORSTBAR,09:35,original
2024-08-07,sh.601138,20.6,20.81,20.31,20.4,20.81,110934369,2274063502.77,3,1,-1.9702,167.4456051103249,6.631427196035489e-06,1.0,D,D,1497,1.1096483058844349,-13.183145598664993,-8.927789934354491,0.4246575342465733,0.2739726027397249,-15.728517048675773,False,-1.0091302258529389,158.79515100000728,0.7708502475728509,-241.104901,-1.170412140776699,0.0,2024-08-08,20.0,20.48,0.0,0.0,19.92,19.91,-440.5990019999971,-2.1581693891468636,20.399002,-1.9607843137254832,-1.9607843137254832,False,1.0,20.0,opening_gap_stop,False,09:30,2024-08-08,C,1000_S2_WORSTBAR,09:30,original
2024-08-08,sh.601138,20.0,20.59,19.75,20.48,20.4,131241616,2654203644.99,3,1,0.3922,168.10225454213008,4.313725490334708e-05,1.0,D,D,1498,0.858262112481732,-8.643081056874157,-14.429530201342278,0.1799999999999997,0.4199999999999946,-15.93348855417962,True,-1.9607843137254832,-520.639802399998,-2.603199011999989,439.1203224000057,2.1956016120000283,520.639802399998,2024-08-09,20.8,20.79,0.0,0.0,20.87,20.87,348.48171945000433,1.7002886305200304,20.843280550000003,1.904296875,1.5625,False,1.0,20.87,deadline,False,10:00,2024-08-09,C,1000_S2_WORSTBAR,10:00,original
2024-08-09,sh.601138,20.8,21.32,20.61,20.79,20.48,172681538,3608863237.33,3,1,1.5137,170.6467710903752,2.8125000000045475e-05,1.0,D,D,1499,1.014260484474891,0.2938295788442513,-14.559866499791395,0.8690476190476197,0.1309523809523803,-14.138979142647512,False,1.5625,-31.60569994999825,-0.1519504805288377,-51.60070255000189,-0.2480803007211629,31.60569994999825,2024-08-12,20.51,20.64,0.0,0.0,20.58,20.58,-171.46433564999853,-0.8241257685126722,20.73933565,-0.6253006253006177,-1.346801346801341,False,3.0,20.66,deadline,False,10:00,2024-08-12,C,1000_S2_WORSTBAR,10:00,original
2024-08-12,sh.601138,20.51,20.92,20.47,20.64,20.79,92680160,1913431142.3,3,1,-0.7215,169.41555340574047,7.215007118421823e-07,1.0,D,D,1500,1.312496580716726,-0.0961076405574301,-6.896551724137934,0.2535211267605626,0.7323943661971816,-11.64095371669004,False,-1.346801346801341,-171.2363731499971,-0.834892116772292,88.6986606500029,0.4324654346660307,171.2363731499971,2024-08-13,20.85,20.78,0.0,0.0,20.88,20.88,78.5111906000029,0.3800977456945471,20.7888094,0.5813953488372103,1.0174418604651292,False,1.0,20.76,deadline,False,10:00,2024-08-13,C,1000_S2_WORSTBAR,10:00,original
2024-08-13,sh.601138,20.85,21.05,20.45,20.78,20.64,101406585,2100912051.57,3,1,0.6783,170.56468991139957,5.426356587956427e-06,1.0,D,D,1501,0.7023052082177027,1.17647058823529,1.0773751224289807,0.3777777777777791,0.6222222222222208,-11.084306207728424,True,1.0174418604651292,28.348912850004943,0.1359660088729254,-111.61610534999504,-0.5353290424460194,0.0,2024-08-14,21.2,21.38,0.0,0.0,21.17,21.17,907.4603372500026,4.363713615946661,21.284662750000003,4.571703561116447,2.0211742059672577,False,1.0,21.73,deadline,False,10:00,2024-08-14,C,1000_S2_WORSTBAR,10:00,original
2024-08-14,sh.601138,21.2,21.9,21.03,21.38,20.78,210949756,4530984887.92,3,1,2.8874,175.48956064993854,8.277189615935043e-06,1.0,D,D,1502,0.7759047892408955,1.46484375,-0.1441614608361452,0.5500000000000018,0.3333333333333313,-9.174352025875244,False,2.0211742059672577,-222.31050090000087,-1.0486344382075514,137.59954589999913,0.6490544617924486,222.31050090000087,2024-08-15,20.74,20.66,0.0,0.58,20.86,20.88,-557.5027048999958,-2.6056515645511285,20.612704900000004,-2.413470533208617,-2.9934518241347075,True,1.0,20.4,intrabar_stop,False,09:55,2024-08-15,C,1000_S2_WORSTBAR,09:55,original
2024-08-15,sh.601138,20.74,20.9,20.3,20.66,20.8,126430976,2605049267.21,3,1,-0.6731,174.3083809147947,2.3076923079345946e-05,0.9728718428437794,D,D,1503,1.5691106876632237,2.83790283790284,4.803921568627456,0.4022988505747114,0.5977011494252886,-5.609147700933736,False,-0.2884615384615485,38.521185400002906,0.1857337772420583,-121.43883539999344,-0.5855295824493416,0.0,2024-08-16,21.01,21.06,0.58,0.0,21.06,21.06,677.8749486000032,3.2786328999711456,21.1050514,3.484995159728932,1.69409486931269,False,1.0,21.38,deadline,False,10:00,2024-08-16,C,1000_S2_WORSTBAR,10:00,original
2024-08-16,sh.601138,21.01,21.46,20.98,21.06,20.66,151856291,3219246357.68,3,1,1.9361,177.68318015806275,8.42207163631592e-06,1.0,D,D,1504,0.9524319185367608,2.888062760882515,3.691875751201912,0.6000000000000012,0.2666666666666678,-5.372601108413866,True,1.69409486931269,-91.9554477499962,-0.4376746680152127,8.019565250000142,0.038170229652547,91.9554477499962,2024-08-19,21.0,20.78,0.0,0.0,21.1,21.11,27.923382850002472,0.13249063575250986,20.98161715,0.3323836657169954,-0.2849002849002802,False,3.0,21.13,deadline,False,10:00,2024-08-19,C,1000_S2_WORSTBAR,10:00,original
2024-08-30,sh.601138,19.08,20.75,19.07,20.47,19.22,192325552,3894024148.77,3,1,6.5036,172.7053512742423,4.203954214609951e-05,1.0,D,D,1514,1.1205740895115488,-4.473161033797246,-5.738106915154518,0.8658536585365856,0.1341463414634144,-5.45039897341002,True,-0.7284079084287187,-1429.7057369499978,-7.49321665068133,1349.5996244500022,7.073373293763114,1429.7057369499978,2024-09-02,20.37,19.45,0.0,0.0,20.14,20.1,-660.4832405999998,-3.224159437007704,20.3232406,-3.0288226673180096,-0.488519785051289,False,3.0,19.85,intrabar_stop,False,09:40,2024-09-02,C,1000_S2_WORSTBAR,09:40,original
2024-12-10,sh.601138,22.61,22.8,22.13,22.14,22.13,129917418,2916481422.31,3,1,0.0452,186.7951381148867,1.247175779237747e-05,1.0,D,D,1579,0.7292065603714836,1.1425959780621886,-1.9060283687943207,0.2096774193548367,0.0,-4.348201936376195,True,2.1690013556258547,425.87815485,1.8835831704997787,-513.88696735,-2.2728304615214507,0.0,2024-12-11,22.1,22.33,0.0,0.0,22.07,22.07,-73.61697265000001,-0.33226215955160165,21.49197265,-0.13550135501355642,-0.1806684733513974,False,1.0,22.11,deadline,False,10:00,2024-12-11,C,1000_S2_WORSTBAR,10:00,original
2025-04-09,sh.601138,14.58,16.5,14.58,16.33,15.44,218935510,3439909983.46,3,1,5.7642,137.7761791064182,4.8704663210941135e-05,1.0,D,D,1657,2.5146273184973333,-22.800000000000008,-22.255790533736164,0.0,0.2916666666666676,-23.3118931134676,False,-5.569948186528495,-1783.0504637499962,-12.229427049039757,1716.074991250002,11.770061668381356,1783.0504637499962,2025-04-10,17.9,17.96,0.0,0.0,17.75,17.75,1583.546695600004,9.689254591359632,19.3133044,9.920391916717698,9.614206981016537,False,1.0,17.95,deadline,False,10:00,2025-04-10,C,1000_S2_WORSTBAR,10:00,original
2025-04-17,sh.601138,17.22,17.65,17.2,17.4,17.5,77822578,1358456920.13,3,1,-0.5714,146.80376708216022,2.8571428578261227e-05,1.0,D,D,1663,1.143325286984987,-1.6853932584269704,7.1647274954072415,0.3978494623655926,0.0645161290322567,-8.271307264912476,True,-1.6000000000000014,-216.26189589999404,-1.255876282810651,143.64815090000596,0.8341936753775027,216.26189589999404,2025-04-18,17.4,17.56,0.0,0.0,17.44,17.4,-26.453747449998836,-0.15191190264633522,19.04874745,0.057471264367814356,0.0,False,1.0,17.41,deadline,False,10:00,2025-04-18,C,1000_S2_WORSTBAR,10:00,original
2025-04-18,sh.601138,17.4,17.65,17.35,17.56,17.4,54420200,952948033.33,3,1,0.9195,148.15368677946745,4.0229885051923375e-05,1.0,D,D,1664,0.7564892413935289,-2.901785714285732,-3.118040089086871,0.4444444444444436,0.5555555555555565,-7.921892363867311,False,0.0,-196.52525079999228,-1.1294554643677717,123.39479080000407,0.7091654643678394,196.52525079999228,2025-04-21,17.55,17.81,0.0,0.0,17.5,17.5,-46.67671254999666,-0.2656016287920884,19.121712550000005,-0.056947608200441646,-0.0569476082004416,False,3.0,17.55,deadline,False,10:00,2025-04-21,C,1000_S2_WORSTBAR,10:00,original
2025-11-25,sh.601138,56.36,58.34,56.16,56.61,55.94,226214444,12916587347.77,3,1,1.1977,486.9835308035797,1.1834107972896746e-05,1.0,R,R,1811,1.875225307177588,-14.01782969566554,-13.858946720049282,0.1861111111111107,0.1111111111111107,-19.79698342604805,False,0.7508044333214281,-351.0767661749933,-0.6229183218151051,148.7983326750067,0.2640140750088834,351.0767661749933,2025-11-26,55.31,58.93,0.0,0.0,55.16,55.14,-1399.8744350099992,-2.4712443687321075,43.914435010000005,-2.2964140611199335,-2.296414061119933,False,1.0,55.31,opening_gap_stop,False,09:30,2025-11-26,C,1000_S2_WORSTBAR,09:30,original
2025-11-26,sh.601138,55.31,61.1,55.02,58.93,56.61,281284286,16345298898.56,3,1,4.0982,506.9411671127884,1.5862921738829527e-05,1.0,R,R,1812,1.2692935837811932,-14.14922656960873,-12.53090234857851,0.2064220183486245,0.7935779816513755,-17.812395650343348,False,-2.296414061119933,-3721.371931673988,-6.728208157067416,3516.819499674005,6.358379135190751,3721.371931673988,2025-11-27,60.02,60.27,0.0,0.0,62.28,62.22,3690.1315947600056,6.257850419145507,49.03840524,6.448328525369074,1.8496521296453403,False,1.0,62.73,deadline,False,10:00,2025-11-27,C,1000_S2_WORSTBAR,10:00,original
2025-11-27,sh.601138,60.02,63.45,59.91,60.27,58.93,275887464,17029728372.61,3,1,2.2739,518.4684225672452,1.5730527740398514e-05,1.0,R,R,1813,1.542760919939036,-2.8679742871270952,-9.422071933599764,0.6430921052631575,0.3569078947368425,-13.0640033635512,False,1.8496521296453403,-357.6301791749895,-0.5958516813978499,142.2449196750032,0.2369958675025044,357.6301791749895,2025-11-28,60.24,60.72,0.0,0.0,59.72,59.74,-1096.7828219729943,-1.8186084872522585,47.007821973000006,-1.6426082628173244,-0.049776007964164,False,1.0,59.28,deadline,False,10:00,2025-11-28,C,1000_S2_WORSTBAR,10:00,original
2025-11-28,sh.601138,60.24,60.76,59.02,60.72,60.27,166778785,10007823545.25,3,1,0.7466,522.3395158168761,4.011946241611053e-05,1.0,R,R,1814,1.498776777970677,7.740436181623167,-8.59872611464968,0.1016949152542389,0.8983050847457611,-9.910987212352651,True,-0.049776007964164,-588.1725588959887,-0.9763820698804592,371.5876308960113,0.6168453368127678,588.1725588959887,2025-12-01,60.03,59.81,0.0,0.0,58.8,58.62,-2026.5236475839874,-3.335336669416381,46.763647584000005,-3.1620553359683834,-1.1363636363636354,False,3.0,58.8,intrabar_stop,False,09:35,2025-12-01,C,1000_S2_WORSTBAR,09:35,original
2025-12-02,sh.601138,59.83,62.7,59.72,60.96,59.81,209127721,12795589249.57,3,1,1.9228,524.4040988833459,4.460792510707634e-05,1.0,R,R,1816,1.013265213293287,1.4932971321907296,6.918126564175897,0.8190045248868786,0.0814479638009048,-8.801890748294127,True,0.0334392242099967,-1237.8579906509894,-2.068958700737071,1021.5774561510104,1.7074669165151437,1237.8579906509894,2025-12-03,61.0,61.68,0.0,0.0,61.8,61.85,1409.1075545040062,2.31003707472284,49.172445496,2.493438320209962,0.0656167979002697,False,1.0,62.48,deadline,False,10:00,2025-12-03,C,1000_S2_WORSTBAR,10:00,original
