entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,trigger,missing_windows,delayed,missed_dividend,terminal_mark,path
0,2018-06-08,19.83,3,2018-06-13,24.55,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
1,2018-06-11,21.81,3,2018-06-13,24.55,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
2,2018-06-12,23.99,4,2018-06-14,24.51,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
3,2018-06-13,25.72,5,2018-06-15,22.6,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
4,2018-06-14,23.29,6,2018-06-19,21.83,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
5,2018-06-15,22.58,7,2018-06-20,19.8,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
6,2018-06-19,20.32,8,2018-06-21,19.6,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
7,2018-06-20,19.86,9,2018-06-22,17.7,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
8,2018-06-21,18.17,10,2018-06-25,18.62,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
9,2018-06-22,18.72,11,2018-06-26,17.74,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
10,2018-06-25,18.21,12,2018-06-27,18.5,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
11,2018-06-26,18.53,13,2018-06-28,18.22,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
12,2018-06-27,18.27,14,2018-06-29,17.95,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
13,2018-06-28,17.89,15,2018-07-02,18.2,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
14,2018-06-29,18.44,16,2018-07-03,17.54,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
15,2018-07-02,17.59,17,2018-07-04,17.7,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
16,2018-07-03,17.9,18,2018-07-05,17.0,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
17,2018-07-04,17.17,19,2018-07-06,16.91,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
18,2018-07-05,16.96,20,2018-07-09,17.23,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
19,2018-07-06,17.23,21,2018-07-10,17.51,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
20,2018-07-09,17.47,22,2018-07-11,16.95,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
21,2018-07-10,17.35,23,2018-07-12,16.65,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
22,2018-07-11,16.65,24,2018-07-13,17.7,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
23,2018-07-12,17.96,25,2018-07-16,17.62,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
24,2018-07-13,17.62,26,2018-07-17,17.84,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
25,2018-07-16,17.84,27,2018-07-18,17.69,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
26,2018-07-17,17.69,28,2018-07-19,17.18,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
27,2018-07-18,17.21,29,2018-07-20,16.91,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
28,2018-07-19,16.93,30,2018-07-23,17.11,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
29,2018-07-20,17.3,31,2018-07-24,17.23,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
30,2018-07-23,17.25,32,2018-07-25,18.0,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
31,2018-07-24,18.06,33,2018-07-26,17.66,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
32,2018-07-25,17.71,34,2018-07-27,17.68,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
33,2018-07-26,17.76,35,2018-07-30,17.2,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
34,2018-07-27,17.29,36,2018-07-31,17.19,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
35,2018-07-30,17.14,37,2018-08-01,17.25,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
36,2018-07-31,17.17,38,2018-08-02,16.9,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
37,2018-08-01,16.98,39,2018-08-03,16.27,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
38,2018-08-02,16.24,40,2018-08-06,15.77,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
39,2018-08-03,15.81,41,2018-08-07,15.2,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
40,2018-08-06,15.14,42,2018-08-08,15.41,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
41,2018-08-07,15.55,43,2018-08-09,14.99,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
42,2018-08-08,15.01,44,2018-08-10,15.32,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
43,2018-08-09,15.42,45,2018-08-13,15.19,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
44,2018-08-10,15.47,46,2018-08-14,15.73,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
45,2018-08-13,15.72,47,2018-08-15,15.39,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
46,2018-08-14,15.51,48,2018-08-16,14.85,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
47,2018-08-15,15.06,49,2018-08-17,15.09,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
48,2018-08-16,14.89,50,2018-08-20,14.65,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
49,2018-08-17,14.63,51,2018-08-21,14.9,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
50,2018-08-20,14.92,52,2018-08-22,14.99,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
51,2018-08-21,15.02,53,2018-08-23,14.77,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
52,2018-08-22,14.74,54,2018-08-24,15.04,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
53,2018-08-23,15.13,55,2018-08-27,15.0,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
54,2018-08-24,14.99,56,2018-08-28,15.31,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
55,2018-08-27,15.31,57,2018-08-29,15.35,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
56,2018-08-28,15.32,58,2018-08-30,15.13,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
57,2018-08-29,15.11,59,2018-08-31,14.75,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
58,2018-08-30,14.8,60,2018-09-03,14.71,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
59,2018-08-31,14.79,61,2018-09-04,14.69,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
60,2018-09-03,14.7,62,2018-09-05,14.86,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
61,2018-09-04,14.93,63,2018-09-06,14.61,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
62,2018-09-05,14.63,64,2018-09-07,15.0,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
63,2018-09-06,15.03,65,2018-09-10,14.8,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
64,2018-09-07,14.89,66,2018-09-11,14.63,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
65,2018-09-10,14.63,67,2018-09-12,14.68,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
66,2018-09-11,14.69,68,2018-09-13,14.87,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
67,2018-09-12,14.72,69,2018-09-14,14.79,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
68,2018-09-13,14.79,70,2018-09-17,14.56,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
69,2018-09-14,14.6,71,2018-09-18,14.06,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
70,2018-09-17,14.17,72,2018-09-19,14.24,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
71,2018-09-18,14.31,73,2018-09-20,14.37,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
72,2018-09-19,14.42,74,2018-09-21,14.3,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
73,2018-09-20,14.27,75,2018-09-25,14.35,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
74,2018-09-21,14.45,76,2018-09-26,14.6,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
75,2018-09-25,14.43,77,2018-09-27,14.49,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
76,2018-09-26,14.55,78,2018-09-28,14.21,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
77,2018-09-27,14.2,79,2018-10-08,14.0,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
78,2018-09-28,14.24,80,2018-10-09,13.76,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
79,2018-10-08,13.72,81,2018-10-10,13.79,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
80,2018-10-09,13.73,82,2018-10-11,13.01,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
81,2018-10-10,13.71,83,2018-10-12,12.07,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
82,2018-10-11,12.34,84,2018-10-15,12.0,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
83,2018-10-12,11.96,85,2018-10-16,11.9,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
84,2018-10-15,11.89,86,2018-10-17,11.77,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
85,2018-10-16,11.57,87,2018-10-18,11.63,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
86,2018-10-17,11.76,88,2018-10-19,11.17,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
87,2018-10-18,11.38,89,2018-10-22,11.7,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
88,2018-10-19,11.61,90,2018-10-23,12.55,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
89,2018-10-22,12.65,91,2018-10-24,12.18,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
90,2018-10-23,12.19,92,2018-10-25,11.75,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
91,2018-10-24,12.19,93,2018-10-26,12.1,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
92,2018-10-25,12.0,94,2018-10-29,12.13,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
93,2018-10-26,12.09,95,2018-10-30,12.0,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
94,2018-10-29,12.07,96,2018-10-31,12.25,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
95,2018-10-30,12.1,97,2018-11-01,12.48,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
96,2018-10-31,12.25,98,2018-11-02,12.65,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
97,2018-11-01,12.35,99,2018-11-05,12.62,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
98,2018-11-02,12.61,100,2018-11-06,12.5,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
99,2018-11-05,12.6,101,2018-11-07,12.72,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
100,2018-11-06,12.79,102,2018-11-08,12.67,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
101,2018-11-07,12.53,103,2018-11-09,12.35,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
102,2018-11-08,12.39,104,2018-11-12,12.33,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
103,2018-11-09,12.34,105,2018-11-13,12.37,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
104,2018-11-12,12.59,106,2018-11-14,12.67,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
105,2018-11-13,12.67,107,2018-11-15,12.56,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
106,2018-11-14,12.58,108,2018-11-16,12.91,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
107,2018-11-15,12.89,109,2018-11-19,12.89,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
108,2018-11-16,12.86,110,2018-11-20,12.9,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
109,2018-11-19,13.02,111,2018-11-21,12.48,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
110,2018-11-20,12.62,112,2018-11-22,12.52,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
111,2018-11-21,12.52,113,2018-11-23,12.46,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
112,2018-11-22,12.43,114,2018-11-26,11.81,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
113,2018-11-23,11.81,115,2018-11-27,11.79,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
114,2018-11-26,11.73,116,2018-11-28,11.66,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
115,2018-11-27,11.66,117,2018-11-29,11.86,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
116,2018-11-28,11.79,118,2018-11-30,11.46,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
117,2018-11-29,11.46,119,2018-12-03,12.03,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
118,2018-11-30,11.53,120,2018-12-04,12.04,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
119,2018-12-03,12.0,121,2018-12-05,11.89,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
120,2018-12-04,12.1,122,2018-12-06,12.15,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
121,2018-12-05,12.3,123,2018-12-07,11.99,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
122,2018-12-06,11.96,124,2018-12-10,11.81,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
123,2018-12-07,11.92,125,2018-12-11,11.9,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
124,2018-12-10,11.92,126,2018-12-12,12.06,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
125,2018-12-11,12.0,127,2018-12-13,12.15,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
126,2018-12-12,12.09,128,2018-12-14,12.22,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
127,2018-12-13,12.24,129,2018-12-17,12.0,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
128,2018-12-14,12.06,130,2018-12-18,12.2,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
129,2018-12-17,12.28,131,2018-12-19,12.24,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
130,2018-12-18,12.23,132,2018-12-20,11.92,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
131,2018-12-19,11.93,133,2018-12-21,11.71,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
132,2018-12-20,11.78,134,2018-12-24,11.75,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
133,2018-12-21,11.76,135,2018-12-25,11.73,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
134,2018-12-24,11.9,136,2018-12-26,11.73,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
135,2018-12-25,11.78,137,2018-12-27,11.92,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
136,2018-12-26,11.78,138,2018-12-28,11.6,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
137,2018-12-27,11.56,139,2019-01-02,11.66,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
138,2018-12-28,11.59,140,2019-01-03,11.57,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
139,2019-01-02,11.6,141,2019-01-04,11.36,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
140,2019-01-03,11.52,142,2019-01-07,11.76,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
141,2019-01-04,11.65,143,2019-01-08,11.7,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
142,2019-01-07,11.74,144,2019-01-09,11.78,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
143,2019-01-08,11.73,145,2019-01-10,12.08,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
144,2019-01-09,12.12,146,2019-01-11,12.02,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
145,2019-01-10,12.03,147,2019-01-14,12.21,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
146,2019-01-11,12.17,148,2019-01-15,12.07,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
147,2019-01-14,12.1,149,2019-01-16,12.3,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
148,2019-01-15,12.28,150,2019-01-17,12.15,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
149,2019-01-16,12.12,151,2019-01-18,11.91,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
150,2019-01-17,11.95,152,2019-01-21,12.02,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
151,2019-01-18,12.05,153,2019-01-22,12.07,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
152,2019-01-21,12.07,154,2019-01-23,11.86,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
153,2019-01-22,11.88,155,2019-01-24,11.85,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
154,2019-01-23,11.84,156,2019-01-25,11.87,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
155,2019-01-24,11.85,157,2019-01-28,11.88,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
156,2019-01-25,11.8,158,2019-01-29,11.73,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
157,2019-01-28,11.76,159,2019-01-30,11.57,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
158,2019-01-29,11.56,160,2019-01-31,11.64,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
159,2019-01-30,11.58,161,2019-02-01,11.58,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
160,2019-01-31,11.5,162,2019-02-11,11.87,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
161,2019-02-01,11.9,163,2019-02-12,12.29,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
162,2019-02-11,12.15,164,2019-02-13,12.6,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
163,2019-02-12,12.54,165,2019-02-14,14.3,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
164,2019-02-13,13.79,166,2019-02-15,13.72,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
165,2019-02-14,13.86,167,2019-02-18,13.69,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
166,2019-02-15,13.55,168,2019-02-19,13.97,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
167,2019-02-18,13.95,169,2019-02-20,13.93,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
168,2019-02-19,13.92,170,2019-02-21,13.82,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
169,2019-02-20,13.86,171,2019-02-22,13.65,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
170,2019-02-21,13.68,172,2019-02-25,14.45,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
171,2019-02-22,14.09,173,2019-02-26,15.18,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
172,2019-02-25,15.16,174,2019-02-27,15.05,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
173,2019-02-26,15.1,175,2019-02-28,14.85,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
174,2019-02-27,14.93,176,2019-03-01,15.21,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
175,2019-02-28,15.09,177,2019-03-04,15.13,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
176,2019-03-01,15.08,178,2019-03-05,15.31,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
177,2019-03-04,15.31,179,2019-03-06,15.55,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
178,2019-03-05,15.45,180,2019-03-07,16.75,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
179,2019-03-06,16.72,181,2019-03-08,16.5,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
180,2019-03-07,17.19,182,2019-03-11,15.83,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
181,2019-03-08,15.82,183,2019-03-12,16.5,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
182,2019-03-11,16.32,184,2019-03-13,16.0,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
183,2019-03-12,16.18,185,2019-03-14,15.3,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
184,2019-03-13,15.32,186,2019-03-15,14.84,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
185,2019-03-14,14.73,187,2019-03-18,14.95,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
186,2019-03-15,14.86,188,2019-03-19,15.24,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
187,2019-03-18,15.19,189,2019-03-20,15.2,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
188,2019-03-19,15.26,190,2019-03-21,15.11,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
189,2019-03-20,15.06,191,2019-03-22,15.29,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
190,2019-03-21,15.3,192,2019-03-25,14.78,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
191,2019-03-22,15.09,193,2019-03-26,14.72,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
192,2019-03-25,14.67,194,2019-03-27,14.35,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
193,2019-03-26,14.24,195,2019-03-28,14.24,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
194,2019-03-27,14.25,196,2019-03-29,14.28,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
195,2019-03-28,14.3,197,2019-04-01,15.2,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
196,2019-03-29,14.75,198,2019-04-02,15.66,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
197,2019-04-01,15.56,199,2019-04-03,16.03,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
198,2019-04-02,16.01,200,2019-04-04,16.1,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
199,2019-04-03,16.08,201,2019-04-08,15.91,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
200,2019-04-04,15.84,202,2019-04-09,15.95,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
201,2019-04-08,15.62,203,2019-04-10,15.99,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
202,2019-04-09,16.21,204,2019-04-11,15.88,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
203,2019-04-10,15.9,205,2019-04-12,15.73,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
204,2019-04-11,15.67,206,2019-04-15,15.96,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
205,2019-04-12,15.71,207,2019-04-16,15.48,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
206,2019-04-15,15.5,208,2019-04-17,16.61,09:25,forced_open_retry,next_open_forced_retry,2,True,0.0,64.07,fixed_1450
