scenario,date,clock,side,quantity_old,reference_old,value_old,fee_old,dividend_tax_old,sequence,quantity_new,reference_new,value_new,fee_new,dividend_tax_new,_merge
S0_10_paid_open_5,2021-06-01,09:25,BUY,1000.0,12.42,12426.21,5.2485242,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-06-02,15:00,SELL,1000.0,12.22,12213.89,17.458167800000002,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-06-03,09:25,BUY,1000.0,12.22,12226.11,5.2445222,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-06-04,15:00,SELL,1000.0,12.22,12213.89,17.458167800000002,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-06-07,09:25,BUY,900.0,12.23,11012.5035,5.22025007,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-07-05,09:25,BUY,,,,,,0,100.0,11.95,1195.5974999999999,5.02391195,0.0,right_only
S0_10_paid_open_5,2021-07-06,15:00,SELL,,,,,,0,1000.0,12.23,12223.885,17.4683627,0.0,right_only
S0_10_paid_open_5,2021-07-07,09:25,BUY,,,,,,0,1000.0,12.19,12196.095,5.2439219,0.0,right_only
S0_10_paid_open_5,2021-07-08,15:00,SELL,,,,,,0,1000.0,12.03,12023.985,17.2644647,0.0,right_only
S0_10_paid_open_5,2021-07-09,09:25,BUY,,,,,,0,900.0,12.02,10823.409,5.21646818,0.0,right_only
S0_10_paid_open_5,2021-07-14,10:10,BUY,100.0,11.79,1179.5895,5.02359179,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-07-15,09:25,BUY,,,,,,0,100.0,11.66,1166.5829999999999,5.02333166,0.0,right_only
S0_10_paid_open_5,2021-07-15,15:00,SELL,1000.0,11.75,11744.125,16.9790075,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-07-16,09:25,BUY,900.0,11.72,10553.274,5.21106548,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-07-16,10:25,BUY,100.0,11.63,1163.5815,5.02327163,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-07-16,15:00,SELL,,,,,,0,1000.0,11.49,11484.255000000001,16.713940100000002,0.0,right_only
S0_10_paid_open_5,2021-07-19,09:25,BUY,,,,,,0,900.0,11.5,10355.175,5.2071035,0.0,right_only
S0_10_paid_open_5,2021-07-19,15:00,SELL,1000.0,11.56,11554.22,16.7853044,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-07-20,09:25,BUY,1000.0,11.51,11515.755,5.2303151,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-07-21,15:00,SELL,1000.0,11.77,11764.115,16.9993973,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-07-22,09:25,BUY,900.0,11.76,10589.292,5.21178584,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-07-23,09:40,BUY,100.0,11.58,1158.579,5.02317158,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-07-26,15:00,SELL,1000.0,11.62,11614.19,16.846473800000002,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-07-27,09:25,BUY,1000.0,11.43,11435.715,5.2287143,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-07-28,09:25,BUY,,,,,,0,100.0,11.28,1128.5639999999999,5.02257128,0.0,right_only
S0_10_paid_open_5,2021-07-28,15:00,SELL,1000.0,11.0,10994.5,16.21439,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-07-29,09:25,BUY,1000.0,11.05,11055.525,5.2211105,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-07-29,15:00,SELL,,,,,,0,1000.0,10.99,10984.505000000001,16.2041951,45.0,right_only
S0_10_paid_open_5,2021-07-30,09:25,BUY,,,,,,0,1000.0,10.96,10965.48,5.2193096,0.0,right_only
S0_10_paid_open_5,2021-07-30,15:00,SELL,1000.0,11.22,11214.39,16.4386778,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-08-02,09:25,BUY,1000.0,11.22,11225.61,5.2245122,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-08-02,15:00,SELL,,,,,,0,1000.0,11.81,11804.095000000001,17.040176900000002,0.0,right_only
S0_10_paid_open_5,2021-08-03,09:25,BUY,,,,,,0,1000.0,11.85,11855.925,5.2371185,0.0,right_only
S0_10_paid_open_5,2021-08-03,15:00,SELL,1000.0,11.83,11824.085,17.060566700000003,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-08-04,09:25,BUY,1000.0,11.79,11795.895,5.2359179,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-08-04,15:00,SELL,,,,,,0,1000.0,11.91,11904.045,17.142125900000003,0.0,right_only
S0_10_paid_open_5,2021-08-05,09:25,BUY,,,,,,0,900.0,11.98,10787.391,5.21574782,0.0,right_only
S0_10_paid_open_5,2021-08-05,15:00,SELL,1000.0,11.85,11844.075,17.0809565,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-08-06,09:25,BUY,1000.0,11.83,11835.915,5.2367183,0.0,0,100.0,11.83,1183.5915,5.02367183,0.0,both
S0_10_paid_open_5,2021-08-11,13:25,BUY,100.0,11.84,1184.592,5.02369184,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-08-12,15:00,SELL,1000.0,11.75,11744.125,16.9790075,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-08-13,09:25,BUY,900.0,11.74,10571.283,5.21142566,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-08-30,14:00,BUY,100.0,11.45,1145.5725,5.02291145,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-08-31,15:00,SELL,1000.0,11.48,11474.26,16.7037452,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-09-01,09:25,BUY,900.0,11.48,10337.166,5.20674332,0.0,0,100.0,11.48,1148.5739999999998,5.02297148,0.0,both
S0_10_paid_open_5,2021-09-02,15:00,SELL,,,,,,0,1000.0,11.75,11744.125,16.9790075,0.0,right_only
S0_10_paid_open_5,2021-09-03,09:25,BUY,,,,,,0,900.0,11.8,10625.31,5.2125062,0.0,right_only
S0_10_paid_open_5,2021-11-29,09:25,BUY,100.0,11.09,1109.5545,5.02219109,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-11-30,15:00,SELL,1000.0,11.17,11164.415,16.387703300000002,0.0,0,,,,,,left_only
S0_10_paid_open_5,2021-12-01,09:25,BUY,900.0,11.18,10067.031,5.20134062,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-03-08,09:25,BUY,,,,,,0,100.0,10.77,1077.5384999999999,5.02155077,0.0,right_only
S0_10_paid_open_5,2022-03-08,10:50,BUY,100.0,10.69,1069.5345,5.02139069,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-10-12,09:25,BUY,,,,,,0,100.0,8.16,816.4079999999999,5.00816408,0.0,right_only
S0_10_paid_open_5,2022-10-13,15:00,SELL,,,,,,0,1000.0,8.35,8345.825,13.429283250000001,0.0,right_only
S0_10_paid_open_5,2022-10-14,09:25,BUY,,,,,,0,900.0,8.41,7572.7845,5.075727845,0.0,right_only
S0_10_paid_open_5,2022-10-31,09:25,BUY,100.0,7.87,787.3934999999999,5.007873935,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-11-01,15:00,SELL,1000.0,8.56,8555.720000000001,13.6412772,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-11-02,09:25,BUY,1000.0,8.49,8494.244999999999,5.08494245,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-11-03,15:00,SELL,1000.0,8.63,8625.685000000001,13.711941850000002,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-11-04,09:25,BUY,1000.0,8.58,8584.289999999999,5.0858429,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-11-07,15:00,SELL,1000.0,8.69,8685.655,13.77251155,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-11-08,09:25,BUY,1000.0,8.66,8664.33,5.0866433,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-11-09,15:00,SELL,1000.0,8.64,8635.68,13.7220368,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-11-10,09:25,BUY,1000.0,8.63,8634.314999999999,5.08634315,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-11-11,15:00,SELL,1000.0,8.84,8835.58,13.9239358,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-11-14,09:25,BUY,900.0,8.88,7995.996,5.07995996,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-11-21,10:05,BUY,100.0,8.81,881.4404999999999,5.008814405,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-11-22,15:00,SELL,1000.0,9.1,9095.45,14.186404500000002,0.0,0,,,,,,left_only
S0_10_paid_open_5,2022-11-23,09:25,BUY,900.0,9.11,8203.0995,5.082030995,0.0,0,,,,,,left_only
S0_10_paid_open_5,2024-01-05,09:25,BUY,100.0,13.45,1345.6725,5.013456725,0.0,0,,,,,,left_only
S0_10_paid_open_5,2024-01-08,15:00,SELL,1000.0,13.08,13073.46,11.6674646,0.0,0,,,,,,left_only
S0_10_paid_open_5,2024-01-09,09:25,BUY,900.0,13.33,12002.9985,5.120029985,0.0,0,,,,,,left_only
S0_10_paid_open_5,2025-04-07,09:25,BUY,,,,,,0,100.0,17.15,1715.8574999999996,5.017158575,0.0,right_only
S0_10_paid_open_5,2025-04-08,09:45,BUY,100.0,15.79,1579.7895,5.015797895,0.0,0,,,,,,left_only
S0_10_locked_open_5,2020-07-16,13:25,BUY,100.0,15.6,1560.78,5.0312156,0.0,0,,,,,,left_only
S0_10_locked_open_5,2020-07-17,09:25,BUY,,,,,,0,100.0,15.08,1508.754,5.03017508,0.0,right_only
S0_10_locked_open_5,2020-07-17,15:00,SELL,1000.0,14.79,14782.605,20.0782571,0.0,0,,,,,,left_only
S0_10_locked_open_5,2020-07-20,09:25,BUY,900.0,14.88,13398.696,5.26797392,0.0,0,,,,,,left_only
S0_10_locked_open_5,2020-07-20,15:00,SELL,,,,,,0,1000.0,15.29,15282.355000000001,20.588002100000004,0.0,right_only
S0_10_locked_open_5,2020-07-21,09:25,BUY,,,,,,0,900.0,15.4,13866.929999999998,5.2773386,0.0,right_only
S0_10_locked_open_5,2020-07-27,09:25,BUY,,,,,,0,100.0,14.23,1423.7115,5.02847423,0.0,right_only
S0_10_locked_open_5,2020-07-28,15:00,SELL,,,,,,0,1000.0,14.21,14202.895,19.486952900000002,0.0,right_only
S0_10_locked_open_5,2020-07-29,09:25,BUY,,,,,,0,900.0,14.22,12804.399,5.25608798,0.0,right_only
S0_10_locked_open_5,2020-09-10,14:35,BUY,100.0,13.54,1354.677,5.02709354,0.0,0,,,,,,left_only
S0_10_locked_open_5,2020-09-11,09:25,BUY,,,,,,0,100.0,13.47,1347.6734999999999,5.02695347,0.0,right_only
S0_10_locked_open_5,2020-09-11,15:00,SELL,1000.0,13.62,13613.19,18.8854538,0.0,0,,,,,,left_only
S0_10_locked_open_5,2020-09-14,09:25,BUY,900.0,13.62,12264.129,5.24528258,0.0,0,,,,,,left_only
S0_10_locked_open_5,2020-09-14,15:00,SELL,,,,,,0,1000.0,13.85,13843.075,19.1199365,0.0,right_only
S0_10_locked_open_5,2020-09-15,09:25,BUY,,,,,,0,1000.0,13.83,13836.914999999999,5.2767383,0.0,right_only
S0_10_locked_open_5,2020-09-16,15:00,SELL,,,,,,0,1000.0,13.6,13593.2,18.865064000000004,0.0,right_only
S0_10_locked_open_5,2020-09-17,09:25,BUY,,,,,,0,1000.0,13.56,13566.779999999999,5.2713356000000005,0.0,right_only
S0_10_locked_open_5,2020-09-18,15:00,SELL,,,,,,0,1000.0,13.82,13813.09,19.089351800000003,0.0,right_only
S0_10_locked_open_5,2020-09-21,09:25,BUY,,,,,,0,900.0,13.81,12435.2145,5.24870429,0.0,right_only
S0_10_locked_open_5,2020-09-22,09:25,BUY,,,,,,0,100.0,13.65,1365.6825,5.02731365,0.0,right_only
S0_10_locked_open_5,2020-09-23,15:00,SELL,,,,,,0,1000.0,13.57,13563.215,18.8344793,0.0,right_only
S0_10_locked_open_5,2020-09-24,09:25,BUY,,,,,,0,1000.0,13.45,13456.724999999999,5.2691345,0.0,right_only
S0_10_locked_open_5,2020-09-24,13:45,BUY,100.0,13.21,1321.6605,5.02643321,0.0,0,,,,,,left_only
S0_10_locked_open_5,2020-09-28,09:25,BUY,900.0,13.2,11885.94,5.2377188,0.0,0,1000.0,13.2,13206.599999999999,5.264132,0.0,both
S0_10_locked_open_5,2020-09-29,15:00,SELL,,,,,,0,1000.0,13.56,13553.220000000001,18.824284400000003,0.0,right_only
S0_10_locked_open_5,2020-09-30,09:25,BUY,,,,,,0,900.0,13.6,12246.119999999999,5.2449224,0.0,right_only
S0_10_locked_open_5,2021-05-24,14:45,BUY,100.0,12.42,1242.621,5.02485242,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-05-25,09:25,BUY,,,,,,0,100.0,12.56,1256.628,5.02513256,0.0,right_only
S0_10_locked_open_5,2021-05-25,15:00,SELL,1000.0,12.64,12633.68,17.8863536,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-05-26,09:25,BUY,1000.0,12.56,12566.28,5.2513256,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-05-26,15:00,SELL,,,,,,0,1000.0,12.56,12553.720000000001,17.804794400000002,0.0,right_only
S0_10_locked_open_5,2021-05-27,09:25,BUY,,,,,,0,1000.0,12.53,12536.265,5.2507253,0.0,right_only
S0_10_locked_open_5,2021-05-27,15:00,SELL,1000.0,12.62,12613.69,17.865963800000003,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-05-28,09:25,BUY,1000.0,12.56,12566.28,5.2513256,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-05-28,15:00,SELL,,,,,,0,1000.0,12.35,12343.825,17.5907015,0.0,right_only
S0_10_locked_open_5,2021-05-31,09:25,BUY,,,,,,0,900.0,12.38,11147.571,5.22295142,0.0,right_only
S0_10_locked_open_5,2021-05-31,15:00,SELL,1000.0,12.42,12413.79,17.6620658,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-06-01,09:25,BUY,1000.0,12.42,12426.21,5.2485242,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-06-02,15:00,SELL,1000.0,12.22,12213.89,17.458167800000002,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-06-03,09:25,BUY,1000.0,12.22,12226.11,5.2445222,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-06-04,15:00,SELL,1000.0,12.22,12213.89,17.458167800000002,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-06-07,09:25,BUY,900.0,12.23,11012.5035,5.22025007,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-07-05,09:25,BUY,,,,,,0,100.0,11.95,1195.5974999999999,5.02391195,0.0,right_only
S0_10_locked_open_5,2021-07-06,15:00,SELL,,,,,,0,1000.0,12.23,12223.885,17.4683627,0.0,right_only
S0_10_locked_open_5,2021-07-07,09:25,BUY,,,,,,0,1000.0,12.19,12196.095,5.2439219,0.0,right_only
S0_10_locked_open_5,2021-07-08,15:00,SELL,,,,,,0,1000.0,12.03,12023.985,17.2644647,0.0,right_only
S0_10_locked_open_5,2021-07-09,09:25,BUY,,,,,,0,900.0,12.02,10823.409,5.21646818,0.0,right_only
S0_10_locked_open_5,2021-07-14,10:10,BUY,100.0,11.79,1179.5895,5.02359179,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-07-15,09:25,BUY,,,,,,0,100.0,11.66,1166.5829999999999,5.02333166,0.0,right_only
S0_10_locked_open_5,2021-07-15,15:00,SELL,1000.0,11.75,11744.125,16.9790075,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-07-16,09:25,BUY,900.0,11.72,10553.274,5.21106548,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-07-16,10:25,BUY,100.0,11.63,1163.5815,5.02327163,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-07-16,15:00,SELL,,,,,,0,1000.0,11.49,11484.255000000001,16.713940100000002,0.0,right_only
S0_10_locked_open_5,2021-07-19,09:25,BUY,,,,,,0,900.0,11.5,10355.175,5.2071035,0.0,right_only
S0_10_locked_open_5,2021-07-19,15:00,SELL,1000.0,11.56,11554.22,16.7853044,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-07-20,09:25,BUY,1000.0,11.51,11515.755,5.2303151,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-07-21,15:00,SELL,1000.0,11.77,11764.115,16.9993973,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-07-22,09:25,BUY,900.0,11.76,10589.292,5.21178584,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-07-23,09:40,BUY,100.0,11.58,1158.579,5.02317158,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-07-26,15:00,SELL,1000.0,11.62,11614.19,16.846473800000002,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-07-27,09:25,BUY,1000.0,11.43,11435.715,5.2287143,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-07-28,15:00,SELL,1000.0,11.0,10994.5,16.21439,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-07-29,09:25,BUY,1000.0,11.05,11055.525,5.2211105,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-07-30,15:00,SELL,1000.0,11.22,11214.39,16.4386778,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-08-02,09:25,BUY,1000.0,11.22,11225.61,5.2245122,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-08-03,15:00,SELL,1000.0,11.83,11824.085,17.060566700000003,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-08-04,09:25,BUY,1000.0,11.79,11795.895,5.2359179,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-08-05,15:00,SELL,1000.0,11.85,11844.075,17.0809565,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-08-06,09:25,BUY,1000.0,11.83,11835.915,5.2367183,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-08-09,15:00,SELL,1000.0,12.03,12023.985,17.2644647,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-08-10,09:25,BUY,900.0,12.05,10850.4225,5.21700845,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-08-11,13:25,BUY,100.0,11.84,1184.592,5.02369184,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-08-12,15:00,SELL,1000.0,11.75,11744.125,16.9790075,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-08-13,09:25,BUY,900.0,11.74,10571.283,5.21142566,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-08-30,14:00,BUY,100.0,11.45,1145.5725,5.02291145,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-08-31,15:00,SELL,1000.0,11.48,11474.26,16.7037452,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-09-01,09:25,BUY,900.0,11.48,10337.166,5.20674332,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-11-29,09:25,BUY,100.0,11.09,1109.5545,5.02219109,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-11-30,15:00,SELL,1000.0,11.17,11164.415,16.387703300000002,0.0,0,,,,,,left_only
S0_10_locked_open_5,2021-12-01,09:25,BUY,900.0,11.18,10067.031,5.20134062,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-03-08,09:25,BUY,,,,,,0,100.0,10.77,1077.5384999999999,5.02155077,0.0,right_only
S0_10_locked_open_5,2022-03-08,10:50,BUY,100.0,10.69,1069.5345,5.02139069,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-03-09,15:00,SELL,1000.0,10.4,10394.8,15.602696000000002,0.0,0,1000.0,10.4,10394.800000000001,15.602696000000002,22.5,both
S0_10_locked_open_5,2022-09-30,09:25,BUY,,,,,,0,100.0,8.41,841.4205,5.008414205,0.0,right_only
S0_10_locked_open_5,2022-10-10,13:25,BUY,100.0,8.23,823.4114999999999,5.008234115,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-10-10,15:00,SELL,,,,,,0,1000.0,8.16,8155.92,13.237479200000001,45.0,right_only
S0_10_locked_open_5,2022-10-11,09:25,BUY,,,,,,0,900.0,8.24,7419.708,5.07419708,0.0,right_only
S0_10_locked_open_5,2022-10-11,15:00,SELL,1000.0,8.18,8175.910000000001,13.2576691,45.0,0,,,,,,left_only
S0_10_locked_open_5,2022-10-12,09:25,BUY,900.0,8.16,7347.672,5.07347672,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-10-31,09:25,BUY,100.0,7.87,787.3934999999999,5.007873935,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-11-01,15:00,SELL,1000.0,8.56,8555.720000000001,13.6412772,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-11-02,09:25,BUY,1000.0,8.49,8494.244999999999,5.08494245,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-11-03,15:00,SELL,1000.0,8.63,8625.685000000001,13.711941850000002,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-11-04,09:25,BUY,1000.0,8.58,8584.289999999999,5.0858429,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-11-07,15:00,SELL,1000.0,8.69,8685.655,13.77251155,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-11-08,09:25,BUY,1000.0,8.66,8664.33,5.0866433,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-11-09,15:00,SELL,1000.0,8.64,8635.68,13.7220368,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-11-10,09:25,BUY,1000.0,8.63,8634.314999999999,5.08634315,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-11-11,15:00,SELL,1000.0,8.84,8835.58,13.9239358,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-11-14,09:25,BUY,1000.0,8.88,8884.439999999999,5.0888444,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-11-15,15:00,SELL,1000.0,9.05,9045.475,14.13592975,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-11-16,09:25,BUY,1000.0,9.01,9014.505,5.09014505,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-11-17,15:00,SELL,1000.0,9.01,9005.495,14.09554995,0.0,0,,,,,,left_only
S0_10_locked_open_5,2022-11-18,09:25,BUY,900.0,9.05,8149.0725,5.081490725,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-02,09:45,BUY,100.0,12.21,1221.6105,5.02443221,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-05,09:25,BUY,,,,,,0,100.0,11.95,1195.5974999999999,5.02391195,0.0,right_only
S0_30_paid_open_5,2021-07-05,15:00,SELL,1000.0,12.19,12183.905,17.4275831,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-06,09:25,BUY,900.0,12.19,10976.4855,5.21952971,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-06,15:00,SELL,,,,,,0,1000.0,12.23,12223.885,17.4683627,0.0,right_only
S0_30_paid_open_5,2021-07-07,09:25,BUY,,,,,,0,1000.0,12.19,12196.095,5.2439219,0.0,right_only
S0_30_paid_open_5,2021-07-08,15:00,SELL,,,,,,0,1000.0,12.03,12023.985,17.2644647,0.0,right_only
S0_30_paid_open_5,2021-07-09,09:25,BUY,,,,,,0,1000.0,12.02,12026.01,5.2405202,0.0,right_only
S0_30_paid_open_5,2021-07-12,15:00,SELL,,,,,,0,1000.0,12.0,11994.0,17.23388,0.0,right_only
S0_30_paid_open_5,2021-07-13,09:25,BUY,,,,,,0,900.0,12.02,10823.409,5.21646818,0.0,right_only
S0_30_paid_open_5,2021-07-14,10:10,BUY,100.0,11.79,1179.5895,5.02359179,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-15,15:00,SELL,1000.0,11.75,11744.125,16.9790075,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-16,09:25,BUY,900.0,11.72,10553.274,5.21106548,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-16,10:25,BUY,100.0,11.63,1163.5815,5.02327163,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-19,09:25,BUY,,,,,,0,100.0,11.5,1150.575,5.0230115,0.0,right_only
S0_30_paid_open_5,2021-07-19,15:00,SELL,1000.0,11.56,11554.22,16.7853044,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-20,09:25,BUY,1000.0,11.51,11515.755,5.2303151,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-20,15:00,SELL,,,,,,0,1000.0,11.72,11714.140000000001,16.948422800000003,0.0,right_only
S0_30_paid_open_5,2021-07-21,09:25,BUY,,,,,,0,900.0,11.7,10535.265,5.2107053,0.0,right_only
S0_30_paid_open_5,2021-07-21,15:00,SELL,1000.0,11.77,11764.115,16.9993973,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-22,09:25,BUY,900.0,11.76,10589.292,5.21178584,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-23,09:40,BUY,100.0,11.58,1158.579,5.02317158,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-26,15:00,SELL,1000.0,11.62,11614.19,16.846473800000002,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-27,09:25,BUY,1000.0,11.43,11435.715,5.2287143,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-28,09:25,BUY,,,,,,0,100.0,11.28,1128.5639999999999,5.02257128,0.0,right_only
S0_30_paid_open_5,2021-07-28,15:00,SELL,1000.0,11.0,10994.5,16.21439,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-29,09:25,BUY,1000.0,11.05,11055.525,5.2211105,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-07-29,15:00,SELL,,,,,,0,1000.0,10.99,10984.505000000001,16.2041951,45.0,right_only
S0_30_paid_open_5,2021-07-30,09:25,BUY,,,,,,0,1000.0,10.96,10965.48,5.2193096,0.0,right_only
S0_30_paid_open_5,2021-07-30,15:00,SELL,1000.0,11.22,11214.39,16.4386778,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-08-02,09:25,BUY,1000.0,11.22,11225.61,5.2245122,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-08-02,15:00,SELL,,,,,,0,1000.0,11.81,11804.095000000001,17.040176900000002,0.0,right_only
S0_30_paid_open_5,2021-08-03,09:25,BUY,,,,,,0,1000.0,11.85,11855.925,5.2371185,0.0,right_only
S0_30_paid_open_5,2021-08-03,15:00,SELL,1000.0,11.83,11824.085,17.060566700000003,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-08-04,09:25,BUY,1000.0,11.79,11795.895,5.2359179,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-08-04,15:00,SELL,,,,,,0,1000.0,11.91,11904.045,17.142125900000003,0.0,right_only
S0_30_paid_open_5,2021-08-05,09:25,BUY,,,,,,0,1000.0,11.98,11985.99,5.2397198,0.0,right_only
S0_30_paid_open_5,2021-08-05,15:00,SELL,1000.0,11.85,11844.075,17.0809565,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-08-06,09:25,BUY,1000.0,11.83,11835.915,5.2367183,0.0,0,,,,,,left_only
S0_30_paid_open_5,2021-08-06,15:00,SELL,,,,,,0,1000.0,11.83,11824.085000000001,17.060566700000003,0.0,right_only
S0_30_paid_open_5,2021-08-09,09:25,BUY,,,,,,0,1000.0,11.8,11805.9,5.236118,0.0,right_only
S0_30_paid_open_5,2021-08-09,15:00,SELL,1000.0,12.03,12023.985,17.2644647,0.0,0,,,,,,left_only
