entry,exit,days,sale_cash,final_cash,restored
2020-01-02,2020-01-03,1,18337.8911476,5358.051378200002,True
2020-01-10,2020-01-13,1,17988.5977906,5473.441811800003,True
2020-01-14,2020-01-15,1,18347.8709578,5287.432199400006,True
2020-01-16,2020-01-17,1,18367.8305782,5231.494409600007,True
2020-01-20,2020-01-21,1,19295.9529268,5242.801751200008,True
2020-01-23,2020-02-03,1,19954.6204,7174.0617912000125,True
2020-02-11,2020-02-12,1,19186.1750146,7415.938027400014,True
2020-02-18,2020-02-19,1,18806.942227000003,7578.88748200002,True
2020-02-24,2020-02-25,1,20094.337742800002,7687.865625600025,True
2020-02-28,2020-03-02,1,17040.515821599998,7535.867703800024,True
2020-03-11,2020-03-12,1,16501.6060708,7705.837248400028,True
2020-03-25,2020-03-26,1,13517.642821000001,7854.862802400032,True
2020-04-03,2020-04-07,1,13926.8150392,7612.244558600032,True
2020-04-15,2020-04-16,1,13836.996747399999,7810.348633600033,True
2020-04-17,2020-04-20,1,13956.7544698,7667.741221800035,True
2020-04-21,2020-04-22,1,14126.4112432,7774.872185000037,True
2020-04-23,2020-04-24,1,13926.8150392,7662.386543800041,True
2020-04-29,2020-04-30,1,14206.2497248,7398.896979600044,True
2020-05-06,2020-05-07,1,14725.1998552,7454.153541800048,True
2020-05-20,2020-05-21,1,13817.037127,7352.012390800048,True
2020-05-27,2020-05-28,1,13447.7841496,7271.016070200052,True
2020-06-01,2020-06-02,1,13846.9765576,7058.6715470000545,True
2020-06-17,2020-06-18,1,14216.229535,7135.498399600056,True
2020-06-19,2020-06-22,1,14316.027637,6951.756147000056,True
2020-06-29,2020-06-30,1,15184.2711244,7005.614769200058,True
2020-07-02,2020-07-03,1,15573.483722199999,6747.97197520006,True
2020-07-09,2020-07-10,1,16681.242654399997,6947.425100400058,True
2020-07-14,2020-07-15,1,16551.5051218,6636.7530854000615,True
2020-07-21,2020-07-22,1,15393.8471386,6730.014318400061,True
2020-07-30,2020-07-31,1,14256.148775799998,6386.291202600061,True
2020-08-13,2020-08-14,1,15134.3720734,6490.352775800062,True
2020-08-18,2020-08-19,1,15144.3518836,6574.3635586000655,True
2020-08-28,2020-08-31,1,14715.220045,6399.415906200067,True
2020-09-02,2020-09-03,1,14735.179665399999,6384.570677000071,True
2020-09-09,2020-09-10,1,13876.9159882,6262.226785600073,True
2020-09-14,2020-09-15,1,13817.037127,6320.248837800074,True
2020-09-21,2020-09-22,1,13707.2592148,6358.584779600076,True
2020-10-13,2020-10-14,1,13896.8756086,6536.4861142000755,True
2020-10-21,2020-10-22,1,13607.4611128,6555.105555600079,True
2020-10-23,2020-10-26,1,13557.5620618,6573.876947000081,True
2020-10-28,2020-10-29,1,13906.8554188,6681.676490200083,True
2020-11-04,2020-11-05,1,13437.804339400001,6400.506555600086,True
2020-11-06,2020-11-09,1,13966.73428,6027.63414920009,True
2020-11-16,2020-11-17,1,14246.1689656,6114.38003200009,True
2020-12-02,2020-12-03,1,14016.633331,6181.804484400094,True
2020-12-09,2020-12-10,1,13787.0976964,6319.999308200095,True
2020-12-15,2020-12-16,1,13527.6226312,6128.647665400096,True
2020-12-18,2020-12-21,1,13617.440923,6157.246917000099,True
2020-12-24,2020-12-25,1,13347.986047600001,6176.656498400103,True
2020-12-28,2020-12-29,1,13238.2081354,6076.277967400107,True
2020-12-31,2021-01-04,1,13657.3601638,6094.745458800107,True
2021-01-06,2021-01-07,1,13836.996747399999,6112.665930200106,True
2021-01-13,2021-01-14,1,15144.3518836,5365.830096400108,True
2021-01-19,2021-01-20,1,15064.513402,5249.879995200108,True
2021-01-26,2021-01-27,1,14785.0787164,5074.719612800107,True
2021-02-05,2021-02-08,1,13178.329274200001,5004.554022400109,True
2021-02-10,2021-02-18,1,14006.653520799999,4971.90686280011,True
2021-02-22,2021-02-23,1,13936.794849400001,4989.523434200115,True
2021-02-25,2021-02-26,1,13886.8957984,5137.424558200115,True
2021-03-04,2021-03-05,1,13597.481302600001,5156.074389600117,True
2021-03-08,2021-03-09,1,13667.339973999999,4964.29728680012,True
2021-03-17,2021-03-18,1,13517.642821000001,4883.088236200123,True
2021-03-31,2021-04-01,1,14335.9872574,4799.387205600127,True
2021-04-08,2021-04-09,1,14326.0074472,4895.900168600127,True
2021-04-20,2021-04-21,1,14345.9670676,4952.311550800128,True
2021-04-22,2021-04-23,1,14146.3708636,4979.300132400131,True
2021-04-28,2021-04-29,1,14515.623841,4794.950079800134,True
2021-05-07,2021-05-10,1,13417.844718999999,4734.065329600133,True
2021-05-13,2021-05-14,1,13347.986047600001,4623.342308400137,True
2021-05-19,2021-05-20,1,13178.329274200001,4573.1971184001395,True
2021-05-26,2021-05-27,1,12529.6416112,4585.088479600141,True
