scenario,event,increment,start,end
S1_F1_open_b10_e0_d1_main,66,135.93965710000703,2024-03-19,2024-04-26
S1_F1_open_b10_e0_d1_main,67,-852.5659477999943,2024-04-29,2024-05-17
S1_F1_open_b10_e0_d1_main,68,204.22151280000253,2024-05-20,2024-06-06
S1_F1_open_b10_e0_d1_main,69,-41.77303469999242,2024-06-07,2024-07-01
S1_F1_open_b10_e0_d1_main,7,-225.30859139999666,2020-05-20,2020-06-16
S1_F1_open_b10_e0_d1_main,70,551.8809201000113,2024-07-02,2024-07-31
S1_F1_open_b10_e0_d1_main,71,970.6579954000044,2024-08-01,2024-08-08
S1_F1_open_b10_e0_d1_main,72,101.90239780000047,2024-08-09,2024-08-23
S1_F1_open_b10_e0_d1_main,73,93.0816483000126,2024-08-26,2024-09-24
S1_F1_open_b10_e0_d1_main,74,-989.476616299984,2024-09-25,2024-11-07
S1_F1_open_b10_e0_d1_main,75,780.6811593000057,2024-11-08,2024-11-19
S1_F1_open_b10_e0_d1_main,76,329.93600399999923,2024-11-20,2024-11-27
S1_F1_open_b10_e0_d1_main,77,-65.05107499999576,2024-11-28,2024-12-05
S1_F1_open_b10_e0_d1_main,78,-86.9609001999961,2024-12-06,2024-12-19
S1_F1_open_b10_e0_d1_main,79,-269.75902569999016,2024-12-20,2025-01-07
S1_F1_open_b10_e0_d1_main,8,-828.9632345999962,2020-06-17,2020-07-29
S1_F1_open_b10_e0_d1_main,80,139.84720150001158,2025-01-08,2025-02-21
S1_F1_open_b10_e0_d1_main,81,341.93650909999997,2025-02-24,2025-03-04
S1_F1_open_b10_e0_d1_main,82,-409.90811219998795,2025-03-05,2025-03-24
S1_F1_open_b10_e0_d1_main,83,18.405855800003337,2025-03-25,2025-04-09
S1_F1_open_b10_e0_d1_main,84,255.0628831000031,2025-04-10,2025-04-21
S1_F1_open_b10_e0_d1_main,85,-1394.4520060999967,2025-04-22,2025-05-29
S1_F1_open_b10_e0_d1_main,86,50.67664670000522,2025-05-30,2025-06-18
S1_F1_open_b10_e0_d1_main,87,-225.54207599999427,2025-06-19,2025-07-03
S1_F1_open_b10_e0_d1_main,88,-382.73867579999205,2025-07-04,2025-07-28
S1_F1_open_b10_e0_d1_main,89,824.198600462023,2025-07-29,2025-09-10
S1_F1_open_b10_e0_d1_main,9,-43.417109800004255,2020-07-30,2020-08-12
S1_F1_open_b10_e0_d1_main,90,-4.556024735989922,2025-09-11,2025-09-22
S1_F1_open_b10_e0_d1_main,91,1874.6227179780108,2025-09-23,2025-10-15
S1_F1_open_b10_e0_d1_main,92,8382.95046710402,2025-10-16,2025-11-28
S1_F1_open_b10_e0_d1_main,93,-186.91075390798505,2025-12-01,2025-12-09
S1_F1_open_b10_e0_d1_main,94,1019.419191479974,2025-12-10,2025-12-17
S1_F1_open_b10_e0_d1_main,95,-1515.7191141180083,2025-12-18,2026-01-09
S1_F1_open_b10_e0_d1_main,96,1205.1573222660227,2026-01-12,2026-01-30
S1_F1_open_b10_e0_d1_main,97,-776.0741421480052,2026-02-02,2026-02-25
S1_F1_open_b10_e0_d1_main,98,1490.1922649100015,2026-02-26,2026-03-09
S1_F1_open_b10_e0_d1_main,99,-4930.585317905949,2026-03-10,2026-05-11
S1_F1_open_b10_e0_d3_main,0,-175.96902219999902,2020-01-02,2020-01-09
S1_F1_open_b10_e0_d3_main,1,1856.0512138000195,2020-01-10,2020-02-10
S1_F1_open_b10_e0_d3_main,10,47.929553200003284,2020-08-13,2020-08-27
S1_F1_open_b10_e0_d3_main,100,1414.4410552560876,2026-05-12,2026-07-09
S1_F1_open_b10_e0_d3_main,101,137.2079195840197,2026-07-10,2026-08-04
S1_F1_open_b10_e0_d3_main,102,186.4872757980047,2026-08-05,2026-08-14
S1_F1_open_b10_e0_d3_main,103,340.2249700620014,2026-08-17,2026-08-26
S1_F1_open_b10_e0_d3_main,104,356.53757040599885,2026-08-27,2026-09-11
S1_F1_open_b10_e0_d3_main,11,-405.9725827999937,2020-08-28,2020-10-12
S1_F1_open_b10_e0_d3_main,12,77.79933259999962,2020-10-13,2020-10-20
S1_F1_open_b10_e0_d3_main,13,-478.82136439998794,2020-10-21,2020-11-13
S1_F1_open_b10_e0_d3_main,14,-33.37651959999857,2020-11-16,2020-12-01
S1_F1_open_b10_e0_d3_main,15,-719.3340127999836,2020-12-02,2021-02-04
S1_F1_open_b10_e0_d3_main,16,89.78167800001393,2021-02-05,2021-03-16
S1_F1_open_b10_e0_d3_main,17,-71.19885039999645,2021-03-17,2021-03-30
S1_F1_open_b10_e0_d3_main,18,-77.27986939999755,2021-03-31,2021-04-19
S1_F1_open_b10_e0_d3_main,19,-456.6553499999827,2021-04-20,2021-06-17
S1_F1_open_b10_e0_d3_main,2,351.7957124000168,2020-02-11,2020-03-10
S1_F1_open_b10_e0_d3_main,20,-56.23809919999985,2021-06-18,2021-07-05
S1_F1_open_b10_e0_d3_main,21,-7.1261691999989125,2021-07-06,2021-07-15
S1_F1_open_b10_e0_d3_main,22,-130.52498979999473,2021-07-16,2021-07-30
S1_F1_open_b10_e0_d3_main,23,-85.93139079999673,2021-08-02,2021-08-10
S1_F1_open_b10_e0_d3_main,24,-138.34034999999676,2021-08-11,2021-09-01
S1_F1_open_b10_e0_d3_main,25,-192.85566199999812,2021-09-02,2021-10-08
S1_F1_open_b10_e0_d3_main,26,-530.6761223999838,2021-10-11,2021-11-30
S1_F1_open_b10_e0_d3_main,27,-104.2374893999986,2021-12-01,2021-12-23
S1_F1_open_b10_e0_d3_main,28,-46.40721999999914,2021-12-24,2021-12-31
S1_F1_open_b10_e0_d3_main,29,-36.57935980000002,2022-01-04,2022-02-08
S1_F1_open_b10_e0_d3_main,3,230.03074580000248,2020-03-11,2020-03-24
S1_F1_open_b10_e0_d3_main,30,-48.88371919999736,2022-02-09,2022-02-18
S1_F1_open_b10_e0_d3_main,31,-26.510827000000063,2022-02-21,2022-03-11
S1_F1_open_b10_e0_d3_main,32,-245.84975919999124,2022-03-14,2022-04-27
S1_F1_open_b10_e0_d3_main,33,-78.57348619999902,2022-04-28,2022-05-17
S1_F1_open_b10_e0_d3_main,34,51.65192090000164,2022-05-18,2022-05-25
S1_F1_open_b10_e0_d3_main,35,-74.55197959999714,2022-05-26,2022-06-14
S1_F1_open_b10_e0_d3_main,36,-187.52978029999576,2022-06-15,2022-07-18
S1_F1_open_b10_e0_d3_main,37,-424.1637400999898,2022-07-19,2022-09-05
S1_F1_open_b10_e0_d3_main,38,-28.489259899999524,2022-09-06,2022-09-27
S1_F1_open_b10_e0_d3_main,39,-145.9537410999983,2022-09-28,2022-10-12
S1_F1_open_b10_e0_d3_main,4,88.9643528000015,2020-03-25,2020-04-02
S1_F1_open_b10_e0_d3_main,40,-120.92065050000019,2022-10-13,2022-11-01
S1_F1_open_b10_e0_d3_main,41,-89.34930979999444,2022-11-02,2022-11-29
S1_F1_open_b10_e0_d3_main,42,-172.9308001999998,2022-11-30,2023-01-05
S1_F1_open_b10_e0_d3_main,43,-138.4192210000001,2023-01-06,2023-01-13
S1_F1_open_b10_e0_d3_main,44,-58.70070019999912,2023-01-16,2023-02-01
S1_F1_open_b10_e0_d3_main,45,11.219050500001686,2023-02-02,2023-02-09
S1_F1_open_b10_e0_d3_main,46,20.534780600000886,2023-02-10,2023-02-20
S1_F1_open_b10_e0_d3_main,47,30.24298070000077,2023-02-21,2023-03-02
S1_F1_open_b10_e0_d3_main,48,-174.45733130000008,2023-03-03,2023-03-13
S1_F1_open_b10_e0_d3_main,49,-84.61763669998436,2023-03-14,2023-04-20
S1_F1_open_b10_e0_d3_main,5,-442.82224779999524,2020-04-03,2020-04-14
S1_F1_open_b10_e0_d3_main,50,-116.77751049999642,2023-04-21,2023-05-25
S1_F1_open_b10_e0_d3_main,51,-705.7073857999967,2023-05-26,2023-06-09
S1_F1_open_b10_e0_d3_main,52,576.4090174000085,2023-06-12,2023-07-13
S1_F1_open_b10_e0_d3_main,53,168.07576370000606,2023-07-14,2023-08-04
S1_F1_open_b10_e0_d3_main,54,294.9691838000035,2023-08-07,2023-08-22
S1_F1_open_b10_e0_d3_main,55,-1235.5970715999938,2023-08-23,2023-09-06
S1_F1_open_b10_e0_d3_main,56,343.06073460000334,2023-09-07,2023-09-22
S1_F1_open_b10_e0_d3_main,57,-258.80315699999846,2023-09-25,2023-10-30
S1_F1_open_b10_e0_d3_main,58,-87.12744039999598,2023-10-31,2023-11-17
S1_F1_open_b10_e0_d3_main,59,-120.68504070000199,2023-11-20,2023-11-28
S1_F1_open_b10_e0_d3_main,6,-228.16241819997958,2020-04-15,2020-05-19
S1_F1_open_b10_e0_d3_main,60,-177.79782630000045,2023-11-29,2023-12-08
S1_F1_open_b10_e0_d3_main,61,-69.29920519999541,2023-12-11,2023-12-19
S1_F1_open_b10_e0_d3_main,62,-46.65872499999932,2023-12-20,2024-01-11
S1_F1_open_b10_e0_d3_main,63,-399.7773071999982,2024-01-12,2024-02-19
S1_F1_open_b10_e0_d3_main,64,704.1820525999974,2024-02-20,2024-02-27
S1_F1_open_b10_e0_d3_main,65,1083.065797800009,2024-02-28,2024-03-18
S1_F1_open_b10_e0_d3_main,66,135.93965710000703,2024-03-19,2024-04-26
S1_F1_open_b10_e0_d3_main,67,-852.5659477999943,2024-04-29,2024-05-17
S1_F1_open_b10_e0_d3_main,68,204.22151280000253,2024-05-20,2024-06-06
S1_F1_open_b10_e0_d3_main,69,-41.77303469999242,2024-06-07,2024-07-01
S1_F1_open_b10_e0_d3_main,7,-225.30859139999666,2020-05-20,2020-06-16
S1_F1_open_b10_e0_d3_main,70,551.8809201000113,2024-07-02,2024-07-31
S1_F1_open_b10_e0_d3_main,71,970.6579954000044,2024-08-01,2024-08-08
S1_F1_open_b10_e0_d3_main,72,101.90239780000047,2024-08-09,2024-08-23
S1_F1_open_b10_e0_d3_main,73,93.0816483000126,2024-08-26,2024-09-24
S1_F1_open_b10_e0_d3_main,74,-989.476616299984,2024-09-25,2024-11-07
S1_F1_open_b10_e0_d3_main,75,780.6811593000057,2024-11-08,2024-11-19
S1_F1_open_b10_e0_d3_main,76,329.93600399999923,2024-11-20,2024-11-27
S1_F1_open_b10_e0_d3_main,77,-65.05107499999576,2024-11-28,2024-12-05
S1_F1_open_b10_e0_d3_main,78,-86.9609001999961,2024-12-06,2024-12-19
S1_F1_open_b10_e0_d3_main,79,-269.75902569999016,2024-12-20,2025-01-07
S1_F1_open_b10_e0_d3_main,8,-828.9632345999962,2020-06-17,2020-07-29
S1_F1_open_b10_e0_d3_main,80,139.84720150001158,2025-01-08,2025-02-21
S1_F1_open_b10_e0_d3_main,81,341.93650909999997,2025-02-24,2025-03-04
S1_F1_open_b10_e0_d3_main,82,-409.90811219998795,2025-03-05,2025-03-24
S1_F1_open_b10_e0_d3_main,83,18.405855800003337,2025-03-25,2025-04-09
S1_F1_open_b10_e0_d3_main,84,255.0628831000031,2025-04-10,2025-04-21
S1_F1_open_b10_e0_d3_main,85,-1394.4520060999967,2025-04-22,2025-05-29
S1_F1_open_b10_e0_d3_main,86,50.67664670000522,2025-05-30,2025-06-18
S1_F1_open_b10_e0_d3_main,87,-225.54207599999427,2025-06-19,2025-07-03
S1_F1_open_b10_e0_d3_main,88,-382.73867579999205,2025-07-04,2025-07-28
S1_F1_open_b10_e0_d3_main,89,824.198600462023,2025-07-29,2025-09-10
S1_F1_open_b10_e0_d3_main,9,-43.417109800004255,2020-07-30,2020-08-12
S1_F1_open_b10_e0_d3_main,90,-4.556024735989922,2025-09-11,2025-09-22
S1_F1_open_b10_e0_d3_main,91,1874.6227179780108,2025-09-23,2025-10-15
S1_F1_open_b10_e0_d3_main,92,8382.95046710402,2025-10-16,2025-11-28
S1_F1_open_b10_e0_d3_main,93,-186.91075390798505,2025-12-01,2025-12-09
S1_F1_open_b10_e0_d3_main,94,1019.419191479974,2025-12-10,2025-12-17
S1_F1_open_b10_e0_d3_main,95,-1515.7191141180083,2025-12-18,2026-01-09
S1_F1_open_b10_e0_d3_main,96,1205.1573222660227,2026-01-12,2026-01-30
S1_F1_open_b10_e0_d3_main,97,-776.0741421480052,2026-02-02,2026-02-25
S1_F1_open_b10_e0_d3_main,98,1490.1922649100015,2026-02-26,2026-03-09
S1_F1_open_b10_e0_d3_main,99,-4930.585317905949,2026-03-10,2026-05-11
S1_F1_post0935_b5_e0_d0_main,0,-137.5328109000002,2020-01-02,2020-01-09
S1_F1_post0935_b5_e0_d0_main,1,1909.0583065000064,2020-01-10,2020-02-10
S1_F1_post0935_b5_e0_d0_main,10,218.25717800000348,2020-08-13,2020-08-27
S1_F1_post0935_b5_e0_d0_main,100,410.35916476810235,2026-05-12,2026-07-09
S1_F1_post0935_b5_e0_d0_main,101,-1605.9388108809799,2026-07-10,2026-08-04
S1_F1_post0935_b5_e0_d0_main,102,-1158.7043476079853,2026-08-05,2026-08-14
S1_F1_post0935_b5_e0_d0_main,103,638.3213327520061,2026-08-17,2026-08-26
S1_F1_post0935_b5_e0_d0_main,104,-1363.6382346539758,2026-08-27,2026-09-11
S1_F1_post0935_b5_e0_d0_main,11,-144.81928949998837,2020-08-28,2020-10-12
S1_F1_post0935_b5_e0_d0_main,12,191.70936730000176,2020-10-13,2020-10-20
S1_F1_post0935_b5_e0_d0_main,13,-440.12128249999296,2020-10-21,2020-11-13
S1_F1_post0935_b5_e0_d0_main,14,100.94874139999956,2020-11-16,2020-12-01
S1_F1_post0935_b5_e0_d0_main,15,-885.1176095999799,2020-12-02,2021-02-04
S1_F1_post0935_b5_e0_d0_main,16,-28.09356299998035,2021-02-05,2021-03-16
S1_F1_post0935_b5_e0_d0_main,17,-67.65082529999927,2021-03-17,2021-03-30
S1_F1_post0935_b5_e0_d0_main,18,41.46756620000451,2021-03-31,2021-04-19
S1_F1_post0935_b5_e0_d0_main,19,-286.03967449998527,2021-04-20,2021-06-17
S1_F1_post0935_b5_e0_d0_main,2,436.7532563000059,2020-02-11,2020-03-10
S1_F1_post0935_b5_e0_d0_main,20,-1.1550492999958806,2021-06-18,2021-07-05
S1_F1_post0935_b5_e0_d0_main,21,-14.932684799998242,2021-07-06,2021-07-15
S1_F1_post0935_b5_e0_d0_main,22,-187.37319569999818,2021-07-16,2021-07-30
S1_F1_post0935_b5_e0_d0_main,23,-74.10729539999738,2021-08-02,2021-08-10
S1_F1_post0935_b5_e0_d0_main,24,-202.7601759999925,2021-08-11,2021-09-01
S1_F1_post0935_b5_e0_d0_main,25,-28.80482960000154,2021-09-02,2021-10-08
S1_F1_post0935_b5_e0_d0_main,26,-415.1836610999817,2021-10-11,2021-11-30
S1_F1_post0935_b5_e0_d0_main,27,-150.001245499996,2021-12-01,2021-12-23
S1_F1_post0935_b5_e0_d0_main,28,-64.44881030000033,2021-12-24,2021-12-31
S1_F1_post0935_b5_e0_d0_main,29,-134.6075810000002,2022-01-04,2022-02-08
S1_F1_post0935_b5_e0_d0_main,3,186.38627229999838,2020-03-11,2020-03-24
S1_F1_post0935_b5_e0_d0_main,30,23.79094090000217,2022-02-09,2022-02-18
S1_F1_post0935_b5_e0_d0_main,31,78.39288710000255,2022-02-21,2022-03-11
S1_F1_post0935_b5_e0_d0_main,32,-94.82367879999038,2022-03-14,2022-04-27
S1_F1_post0935_b5_e0_d0_main,33,-79.14334314999724,2022-04-28,2022-05-17
S1_F1_post0935_b5_e0_d0_main,34,61.0222104500026,2022-05-18,2022-05-25
S1_F1_post0935_b5_e0_d0_main,35,-76.58128994999606,2022-05-26,2022-06-14
S1_F1_post0935_b5_e0_d0_main,36,-318.70094099999733,2022-06-15,2022-07-18
S1_F1_post0935_b5_e0_d0_main,37,-676.8058216999925,2022-07-19,2022-09-05
S1_F1_post0935_b5_e0_d0_main,38,20.96142024999972,2022-09-06,2022-09-27
S1_F1_post0935_b5_e0_d0_main,39,-137.34302054999898,2022-09-28,2022-10-12
S1_F1_post0935_b5_e0_d0_main,4,162.46877700000186,2020-03-25,2020-04-02
S1_F1_post0935_b5_e0_d0_main,40,-144.0744754499974,2022-10-13,2022-11-01
S1_F1_post0935_b5_e0_d0_main,41,-93.09775504999743,2022-11-02,2022-11-29
S1_F1_post0935_b5_e0_d0_main,42,-235.5905005999939,2022-11-30,2023-01-05
S1_F1_post0935_b5_e0_d0_main,43,-169.01431069999853,2023-01-06,2023-01-13
S1_F1_post0935_b5_e0_d0_main,44,-59.20055014999889,2023-01-16,2023-02-01
S1_F1_post0935_b5_e0_d0_main,45,80.76987555000233,2023-02-02,2023-02-09
S1_F1_post0935_b5_e0_d0_main,46,140.3359908500006,2023-02-10,2023-02-20
S1_F1_post0935_b5_e0_d0_main,47,120.12384075000045,2023-02-21,2023-03-02
S1_F1_post0935_b5_e0_d0_main,48,-443.17081704999873,2023-03-03,2023-03-13
S1_F1_post0935_b5_e0_d0_main,49,-200.6970694999909,2023-03-14,2023-04-20
S1_F1_post0935_b5_e0_d0_main,5,-228.57022189999407,2020-04-03,2020-04-14
S1_F1_post0935_b5_e0_d0_main,50,-47.94640499999878,2023-04-21,2023-05-25
S1_F1_post0935_b5_e0_d0_main,51,-360.45669134999844,2023-05-26,2023-06-09
S1_F1_post0935_b5_e0_d0_main,52,693.8608090500056,2023-06-12,2023-07-13
S1_F1_post0935_b5_e0_d0_main,53,1005.5502359000056,2023-07-14,2023-08-04
S1_F1_post0935_b5_e0_d0_main,54,219.69569140000385,2023-08-07,2023-08-22
S1_F1_post0935_b5_e0_d0_main,55,-913.5347342999958,2023-08-23,2023-09-06
S1_F1_post0935_b5_e0_d0_main,56,461.5218677000048,2023-09-07,2023-09-22
S1_F1_post0935_b5_e0_d0_main,57,-439.51997949999713,2023-09-25,2023-10-30
S1_F1_post0935_b5_e0_d0_main,58,-202.45742084999438,2023-10-31,2023-11-17
S1_F1_post0935_b5_e0_d0_main,59,-74.51877019999665,2023-11-20,2023-11-28
S1_F1_post0935_b5_e0_d0_main,6,-73.2335083999933,2020-04-15,2020-05-19
S1_F1_post0935_b5_e0_d0_main,60,27.310337800001435,2023-11-29,2023-12-08
S1_F1_post0935_b5_e0_d0_main,61,26.33769780000148,2023-12-11,2023-12-19
S1_F1_post0935_b5_e0_d0_main,62,-52.1225626000014,2023-12-20,2024-01-11
S1_F1_post0935_b5_e0_d0_main,63,-164.19935269998678,2024-01-12,2024-02-19
S1_F1_post0935_b5_e0_d0_main,64,682.2670260999985,2024-02-20,2024-02-27
S1_F1_post0935_b5_e0_d0_main,65,528.8628957999972,2024-02-28,2024-03-18
S1_F1_post0935_b5_e0_d0_main,66,-88.78922269999748,2024-03-19,2024-04-26
S1_F1_post0935_b5_e0_d0_main,67,-317.40197134999835,2024-04-29,2024-05-17
S1_F1_post0935_b5_e0_d0_main,68,250.30515650000234,2024-05-20,2024-06-06
S1_F1_post0935_b5_e0_d0_main,69,-447.48346949999905,2024-06-07,2024-07-01
S1_F1_post0935_b5_e0_d0_main,7,-354.1725973999928,2020-05-20,2020-06-16
S1_F1_post0935_b5_e0_d0_main,70,869.8379108500085,2024-07-02,2024-07-31
S1_F1_post0935_b5_e0_d0_main,71,954.0815975000041,2024-08-01,2024-08-08
S1_F1_post0935_b5_e0_d0_main,72,-107.57010224999976,2024-08-09,2024-08-23
S1_F1_post0935_b5_e0_d0_main,73,811.5134773500067,2024-08-26,2024-09-24
S1_F1_post0935_b5_e0_d0_main,74,203.93344720001187,2024-09-25,2024-11-07
S1_F1_post0935_b5_e0_d0_main,75,511.7400280500078,2024-11-08,2024-11-19
S1_F1_post0935_b5_e0_d0_main,76,243.67390145000172,2024-11-20,2024-11-27
S1_F1_post0935_b5_e0_d0_main,77,-163.2677380999994,2024-11-28,2024-12-05
S1_F1_post0935_b5_e0_d0_main,78,115.735250800004,2024-12-06,2024-12-19
S1_F1_post0935_b5_e0_d0_main,79,-382.48266374999366,2024-12-20,2025-01-07
S1_F1_post0935_b5_e0_d0_main,8,-420.5763142999931,2020-06-17,2020-07-29
S1_F1_post0935_b5_e0_d0_main,80,-149.76515154997833,2025-01-08,2025-02-21
S1_F1_post0935_b5_e0_d0_main,81,54.777602999998635,2025-02-24,2025-03-04
S1_F1_post0935_b5_e0_d0_main,82,-276.39825574999486,2025-03-05,2025-03-24
S1_F1_post0935_b5_e0_d0_main,83,8.855427749997034,2025-03-25,2025-04-09
S1_F1_post0935_b5_e0_d0_main,84,202.82769120000376,2025-04-10,2025-04-21
S1_F1_post0935_b5_e0_d0_main,85,-1781.5549554499958,2025-04-22,2025-05-29
S1_F1_post0935_b5_e0_d0_main,86,110.08197345000735,2025-05-30,2025-06-18
S1_F1_post0935_b5_e0_d0_main,87,56.46986320000724,2025-06-19,2025-07-03
S1_F1_post0935_b5_e0_d0_main,88,301.821065000011,2025-07-04,2025-07-28
S1_F1_post0935_b5_e0_d0_main,89,1330.5410336180357,2025-07-29,2025-09-10
S1_F1_post0935_b5_e0_d0_main,9,-329.2952578999939,2020-07-30,2020-08-12
S1_F1_post0935_b5_e0_d0_main,90,-1116.3659994270056,2025-09-11,2025-09-22
S1_F1_post0935_b5_e0_d0_main,91,1284.0138380070275,2025-09-23,2025-10-15
S1_F1_post0935_b5_e0_d0_main,92,11216.975783670045,2025-10-16,2025-11-28
S1_F1_post0935_b5_e0_d0_main,93,-227.17025222399388,2025-12-01,2025-12-09
S1_F1_post0935_b5_e0_d0_main,94,663.7417032059893,2025-12-10,2025-12-17
S1_F1_post0935_b5_e0_d0_main,95,-3332.9971010969894,2025-12-18,2026-01-09
S1_F1_post0935_b5_e0_d0_main,96,3512.263924257015,2026-01-12,2026-01-30
S1_F1_post0935_b5_e0_d0_main,97,-549.9882867150009,2026-02-02,2026-02-25
S1_F1_post0935_b5_e0_d0_main,98,2007.5995748970163,2026-02-26,2026-03-09
S1_F1_post0935_b5_e0_d0_main,99,-2356.993899098976,2026-03-10,2026-05-11
S1_F1_post0935_b5_e0_d1_main,0,-137.5328109000002,2020-01-02,2020-01-09
S1_F1_post0935_b5_e0_d1_main,1,1909.0583065000064,2020-01-10,2020-02-10
S1_F1_post0935_b5_e0_d1_main,10,218.25717800000348,2020-08-13,2020-08-27
S1_F1_post0935_b5_e0_d1_main,100,410.35916476810235,2026-05-12,2026-07-09
S1_F1_post0935_b5_e0_d1_main,101,-1605.9388108809799,2026-07-10,2026-08-04
S1_F1_post0935_b5_e0_d1_main,102,-1158.7043476079853,2026-08-05,2026-08-14
S1_F1_post0935_b5_e0_d1_main,103,638.3213327520061,2026-08-17,2026-08-26
S1_F1_post0935_b5_e0_d1_main,104,-1363.6382346539758,2026-08-27,2026-09-11
S1_F1_post0935_b5_e0_d1_main,11,-144.81928949998837,2020-08-28,2020-10-12
S1_F1_post0935_b5_e0_d1_main,12,191.70936730000176,2020-10-13,2020-10-20
S1_F1_post0935_b5_e0_d1_main,13,-440.12128249999296,2020-10-21,2020-11-13
S1_F1_post0935_b5_e0_d1_main,14,100.94874139999956,2020-11-16,2020-12-01
S1_F1_post0935_b5_e0_d1_main,15,-885.1176095999799,2020-12-02,2021-02-04
S1_F1_post0935_b5_e0_d1_main,16,-28.09356299998035,2021-02-05,2021-03-16
S1_F1_post0935_b5_e0_d1_main,17,-67.65082529999927,2021-03-17,2021-03-30
S1_F1_post0935_b5_e0_d1_main,18,41.46756620000451,2021-03-31,2021-04-19
S1_F1_post0935_b5_e0_d1_main,19,-286.03967449998527,2021-04-20,2021-06-17
S1_F1_post0935_b5_e0_d1_main,2,436.7532563000059,2020-02-11,2020-03-10
S1_F1_post0935_b5_e0_d1_main,20,-1.1550492999958806,2021-06-18,2021-07-05
S1_F1_post0935_b5_e0_d1_main,21,-14.932684799998242,2021-07-06,2021-07-15
S1_F1_post0935_b5_e0_d1_main,22,-187.37319569999818,2021-07-16,2021-07-30
S1_F1_post0935_b5_e0_d1_main,23,-74.10729539999738,2021-08-02,2021-08-10
S1_F1_post0935_b5_e0_d1_main,24,-202.7601759999925,2021-08-11,2021-09-01
S1_F1_post0935_b5_e0_d1_main,25,-28.80482960000154,2021-09-02,2021-10-08
S1_F1_post0935_b5_e0_d1_main,26,-415.1836610999817,2021-10-11,2021-11-30
S1_F1_post0935_b5_e0_d1_main,27,-150.001245499996,2021-12-01,2021-12-23
S1_F1_post0935_b5_e0_d1_main,28,-64.44881030000033,2021-12-24,2021-12-31
S1_F1_post0935_b5_e0_d1_main,29,-134.6075810000002,2022-01-04,2022-02-08
S1_F1_post0935_b5_e0_d1_main,3,186.38627229999838,2020-03-11,2020-03-24
S1_F1_post0935_b5_e0_d1_main,30,23.79094090000217,2022-02-09,2022-02-18
S1_F1_post0935_b5_e0_d1_main,31,78.39288710000255,2022-02-21,2022-03-11
S1_F1_post0935_b5_e0_d1_main,32,-94.82367879999038,2022-03-14,2022-04-27
S1_F1_post0935_b5_e0_d1_main,33,-79.14334314999724,2022-04-28,2022-05-17
S1_F1_post0935_b5_e0_d1_main,34,61.0222104500026,2022-05-18,2022-05-25
S1_F1_post0935_b5_e0_d1_main,35,-76.58128994999606,2022-05-26,2022-06-14
S1_F1_post0935_b5_e0_d1_main,36,-318.70094099999733,2022-06-15,2022-07-18
S1_F1_post0935_b5_e0_d1_main,37,-676.8058216999925,2022-07-19,2022-09-05
S1_F1_post0935_b5_e0_d1_main,38,20.96142024999972,2022-09-06,2022-09-27
S1_F1_post0935_b5_e0_d1_main,39,-137.34302054999898,2022-09-28,2022-10-12
S1_F1_post0935_b5_e0_d1_main,4,162.46877700000186,2020-03-25,2020-04-02
S1_F1_post0935_b5_e0_d1_main,40,-144.0744754499974,2022-10-13,2022-11-01
S1_F1_post0935_b5_e0_d1_main,41,-93.09775504999743,2022-11-02,2022-11-29
S1_F1_post0935_b5_e0_d1_main,42,-235.5905005999939,2022-11-30,2023-01-05
S1_F1_post0935_b5_e0_d1_main,43,-169.01431069999853,2023-01-06,2023-01-13
S1_F1_post0935_b5_e0_d1_main,44,-59.20055014999889,2023-01-16,2023-02-01
S1_F1_post0935_b5_e0_d1_main,45,80.76987555000233,2023-02-02,2023-02-09
S1_F1_post0935_b5_e0_d1_main,46,140.3359908500006,2023-02-10,2023-02-20
S1_F1_post0935_b5_e0_d1_main,47,120.12384075000045,2023-02-21,2023-03-02
S1_F1_post0935_b5_e0_d1_main,48,-443.17081704999873,2023-03-03,2023-03-13
S1_F1_post0935_b5_e0_d1_main,49,-200.6970694999909,2023-03-14,2023-04-20
S1_F1_post0935_b5_e0_d1_main,5,-228.57022189999407,2020-04-03,2020-04-14
S1_F1_post0935_b5_e0_d1_main,50,-47.94640499999878,2023-04-21,2023-05-25
S1_F1_post0935_b5_e0_d1_main,51,-360.45669134999844,2023-05-26,2023-06-09
S1_F1_post0935_b5_e0_d1_main,52,693.8608090500056,2023-06-12,2023-07-13
S1_F1_post0935_b5_e0_d1_main,53,1005.5502359000056,2023-07-14,2023-08-04
S1_F1_post0935_b5_e0_d1_main,54,219.69569140000385,2023-08-07,2023-08-22
S1_F1_post0935_b5_e0_d1_main,55,-913.5347342999958,2023-08-23,2023-09-06
S1_F1_post0935_b5_e0_d1_main,56,461.5218677000048,2023-09-07,2023-09-22
S1_F1_post0935_b5_e0_d1_main,57,-439.51997949999713,2023-09-25,2023-10-30
S1_F1_post0935_b5_e0_d1_main,58,-202.45742084999438,2023-10-31,2023-11-17
S1_F1_post0935_b5_e0_d1_main,59,-74.51877019999665,2023-11-20,2023-11-28
S1_F1_post0935_b5_e0_d1_main,6,-73.2335083999933,2020-04-15,2020-05-19
S1_F1_post0935_b5_e0_d1_main,60,27.310337800001435,2023-11-29,2023-12-08
S1_F1_post0935_b5_e0_d1_main,61,26.33769780000148,2023-12-11,2023-12-19
S1_F1_post0935_b5_e0_d1_main,62,-52.1225626000014,2023-12-20,2024-01-11
